,n,m,is_metal,diameter,chiral_angle,peakposition,peakhight,energy_separation
0,1,0,0,0.793914,0.0,2.9,4.824305,5.8
1,1,1,1,1.375099,30.0,2.898,2.897785,5.796
2,2,0,0,1.587827,0.0,2.898,168.644397,5.796
3,2,1,0,2.100498,19.106605,1.76,3.010152,3.52
4,2,1,0,2.100498,19.106605,2.9,2.988496,5.8
5,2,2,1,2.750197,30.0,2.9,3.470064,5.8
6,3,0,1,2.381741,0.0,2.9,1.776169,5.8
7,3,1,0,2.862496,13.897886,1.5,3.114634,3.0
8,3,1,0,2.862496,13.897886,2.316,2.259699,4.632
9,3,1,0,2.862496,13.897886,2.898,1.846533,5.796
10,3,2,0,3.460589,23.413224,1.148,1.666729,2.296
11,3,2,0,3.460589,23.413224,2.224,2.862884,4.448
12,3,2,0,3.460589,23.413224,2.9,1.561573,5.8
13,3,3,1,4.125296,30.0,2.512,3.411623,5.024
14,3,3,1,4.125296,30.0,2.898,1.283494,5.796
15,4,0,0,3.175654,0.0,1.2,1.650118,2.4
16,4,0,0,3.175654,0.0,2.898,84.431061,5.796
17,4,1,1,3.638169,10.893395,2.546,2.158012,5.092
18,4,1,1,3.638169,10.893395,2.9,2.438078,5.8
19,4,2,0,4.200996,19.106605,1.006,1.507242,2.012
20,4,2,0,4.200996,19.106605,1.76,1.628514,3.52
21,4,2,0,4.200996,19.106605,2.9,2.520732,5.8
22,4,3,0,4.829188,25.284996,0.842,1.105834,1.684
23,4,3,0,4.829188,25.284996,1.664,1.70679,3.328
24,4,3,0,4.829188,25.284996,2.648,1.554196,5.296
25,4,3,0,4.829188,25.284996,2.9,1.435512,5.8
26,4,4,1,5.500395,30.0,2.05,2.988754,4.1
27,4,4,1,5.500395,30.0,2.9,1.923587,5.8
28,5,0,0,3.969568,0.0,1.108,1.723457,2.216
29,5,0,0,3.969568,0.0,1.792,1.796796,3.584
30,5,0,0,3.969568,0.0,2.9,1.207795,5.8
31,5,1,0,4.420324,8.948276,0.892,0.985842,1.784
32,5,1,0,4.420324,8.948276,1.982,2.817573,3.964
33,5,1,0,4.420324,8.948276,2.662,1.891417,5.324
34,5,1,0,4.420324,8.948276,2.898,1.549768,5.796
35,5,2,1,4.957989,16.102114,2.106,1.262434,4.212
36,5,2,1,4.957989,16.102114,2.422,1.959709,4.844
37,5,2,1,4.957989,16.102114,2.9,1.196377,5.8
38,5,3,0,5.557395,21.786789,0.756,0.954384,1.512
39,5,3,0,5.557395,21.786789,1.396,1.260507,2.792
40,5,3,0,5.557395,21.786789,2.61,1.681222,5.22
41,5,3,0,5.557395,21.786789,2.722,1.895672,5.444
42,5,3,0,5.557395,21.786789,2.898,1.126271,5.796
43,5,4,0,6.200664,26.329503,0.662,0.760007,1.324
44,5,4,0,6.200664,26.329503,1.316,1.123871,2.632
45,5,4,0,6.200664,26.329503,2.284,1.210436,4.568
46,5,4,0,6.200664,26.329503,2.704,1.69461,5.408
47,5,4,0,6.200664,26.329503,2.9,1.156149,5.8
48,5,5,1,6.875494,30.0,1.704,2.237513,3.408
49,5,5,1,6.875494,30.0,2.758,2.948066,5.516
50,5,5,1,6.875494,30.0,2.898,1.018856,5.796
51,6,0,1,4.763482,0.0,2.122,1.436214,4.244
52,6,0,1,4.763482,0.0,2.898,56.382867,5.796
53,6,1,0,5.20604,7.589089,0.832,0.950643,1.664
54,6,1,0,5.20604,7.589089,1.436,1.275679,2.872
55,6,1,0,5.20604,7.589089,2.73,1.579744,5.46
56,6,1,0,5.20604,7.589089,2.9,2.152926,5.8
57,6,2,0,5.724992,13.897886,0.702,0.845401,1.404
58,6,2,0,5.724992,13.897886,1.5,1.625648,3.0
59,6,2,0,5.724992,13.897886,2.316,1.196592,4.632
60,6,2,0,5.724992,13.897886,2.9,2.089665,5.8
61,6,3,1,6.301494,19.106605,1.76,1.066908,3.52
62,6,3,1,6.301494,19.106605,1.948,1.661719,3.896
63,6,3,1,6.301494,19.106605,2.768,1.547666,5.536
64,6,3,1,6.301494,19.106605,2.9,1.359982,5.8
65,6,4,0,6.921178,23.413224,0.606,0.725579,1.212
66,6,4,0,6.921178,23.413224,1.148,0.897773,2.296
67,6,4,0,6.921178,23.413224,2.224,1.503737,4.448
68,6,4,0,6.921178,23.413224,2.432,1.365719,4.864
69,6,4,0,6.921178,23.413224,2.9,1.645698,5.8
70,6,5,0,7.573453,26.995508,0.546,0.454071,1.092
71,6,5,0,7.573453,26.995508,1.086,0.879312,2.172
72,6,5,0,7.573453,26.995508,1.972,0.929764,3.944
73,6,5,0,7.573453,26.995508,2.396,1.298547,4.792
74,6,5,0,7.573453,26.995508,2.792,1.479935,5.584
75,6,5,0,7.573453,26.995508,2.9,1.131574,5.8
76,6,6,1,8.250592,30.0,1.45,1.83372,2.9
77,6,6,1,8.250592,30.0,2.512,1.822693,5.024
78,6,6,1,8.250592,30.0,2.9,1.441174,5.8
79,7,0,0,5.557395,0.0,0.716,0.851252,1.432
80,7,0,0,5.557395,0.0,1.61,1.656667,3.22
81,7,0,0,5.557395,0.0,2.326,1.224493,4.652
82,7,0,0,5.557395,0.0,2.9,0.980576,5.8
83,7,1,1,5.993916,6.586776,1.788,1.101924,3.576
84,7,1,1,5.993916,6.586776,2.218,2.656154,4.436
85,7,1,1,5.993916,6.586776,2.772,1.621013,5.544
86,7,1,1,5.993916,6.586776,2.898,1.400932,5.796
87,7,2,0,6.498463,12.216349,0.658,0.849775,1.316
88,7,2,0,6.498463,12.216349,1.188,0.968771,2.376
89,7,2,0,6.498463,12.216349,2.452,1.268363,4.904
90,7,2,0,6.498463,12.216349,2.53,2.066339,5.06
91,7,2,0,6.498463,12.216349,2.9,1.02337,5.8
92,7,3,0,7.056459,16.996088,0.576,0.627868,1.152
93,7,3,0,7.056459,16.996088,1.206,0.938578,2.412
94,7,3,0,7.056459,16.996088,2.01,1.150016,4.02
95,7,3,0,7.056459,16.996088,2.668,1.914545,5.336
96,7,3,0,7.056459,16.996088,2.798,1.601256,5.596
97,7,3,0,7.056459,16.996088,2.898,1.058479,5.796
98,7,4,1,7.656226,21.051724,1.502,0.790192,3.004
99,7,4,1,7.656226,21.051724,1.616,1.202518,3.232
100,7,4,1,7.656226,21.051724,2.534,1.128846,5.068
101,7,4,1,7.656226,21.051724,2.74,1.516219,5.48
102,7,4,1,7.656226,21.051724,2.9,1.025468,5.8
103,7,5,0,8.288701,24.503633,0.506,0.419279,1.012
104,7,5,0,8.288701,24.503633,0.972,0.698066,1.944
105,7,5,0,8.288701,24.503633,1.91,1.076734,3.82
106,7,5,0,8.288701,24.503633,2.16,1.170029,4.32
107,7,5,0,8.288701,24.503633,2.782,1.335765,5.564
108,7,5,0,8.288701,24.503633,2.814,1.517964,5.628
109,7,5,0,8.288701,24.503633,2.898,0.970268,5.796
110,7,6,0,8.946952,27.457076,0.462,0.431138,0.924
111,7,6,0,8.946952,27.457076,0.924,0.629421,1.848
112,7,6,0,8.946952,27.457076,1.722,0.76161,3.444
113,7,6,0,8.946952,27.457076,2.118,0.906001,4.236
114,7,6,0,8.946952,27.457076,2.59,1.18258,5.18
115,7,6,0,8.946952,27.457076,2.808,1.366627,5.616
116,7,6,0,8.946952,27.457076,2.9,1.02192,5.8
117,7,7,1,9.625691,30.0,1.258,1.444167,2.516
118,7,7,1,9.625691,30.0,2.266,1.754171,4.532
119,7,7,1,9.625691,30.0,2.826,2.05945,5.652
120,7,7,1,9.625691,30.0,2.898,0.931903,5.796
121,8,0,0,6.351309,0.0,0.68,0.911003,1.36
122,8,0,0,6.351309,0.0,1.2,0.902409,2.4
123,8,0,0,6.351309,0.0,2.458,1.237589,4.916
124,8,0,0,6.351309,0.0,2.898,42.370229,5.796
125,8,1,0,6.783201,5.817526,0.592,0.598172,1.184
126,8,1,0,6.783201,5.817526,1.298,1.327781,2.596
127,8,1,0,6.783201,5.817526,2.028,1.09039,4.056
128,8,1,0,6.783201,5.817526,2.8,1.258039,5.6
129,8,1,0,6.783201,5.817526,2.9,1.972895,5.8
130,8,2,1,7.276338,10.893395,1.532,0.88646,3.064
131,8,2,1,7.276338,10.893395,1.792,1.39408,3.584
132,8,2,1,7.276338,10.893395,2.546,1.259048,5.092
133,8,2,1,7.276338,10.893395,2.9,1.844187,5.8
134,8,3,0,7.819142,15.295344,0.542,0.568952,1.084
135,8,3,0,7.819142,15.295344,1.008,0.735333,2.016
136,8,3,0,7.819142,15.295344,2.128,1.207714,4.256
137,8,3,0,7.819142,15.295344,2.186,1.253091,4.372
138,8,3,0,7.819142,15.295344,2.818,1.248437,5.636
139,8,3,0,7.819142,15.295344,2.9,1.303121,5.8
140,8,4,0,8.401992,19.106605,0.488,0.381142,0.976
141,8,4,0,8.401992,19.106605,1.006,0.800181,2.012
142,8,4,0,8.401992,19.106605,1.76,0.858651,3.52
143,8,4,0,8.401992,19.106605,2.34,1.143425,4.68
144,8,4,0,8.401992,19.106605,2.604,1.14559,5.208
145,8,4,0,8.401992,19.106605,2.9,1.484503,5.8
146,8,5,1,9.017125,22.410911,1.304,0.607371,2.608
147,8,5,1,9.017125,22.410911,1.378,0.999842,2.756
148,8,5,1,9.017125,22.410911,2.296,0.972601,4.592
149,8,5,1,9.017125,22.410911,2.476,1.221805,4.952
150,8,5,1,9.017125,22.410911,2.832,1.043226,5.664
151,8,5,1,9.017125,22.410911,2.9,1.109815,5.8
152,8,6,0,9.658376,25.284996,0.434,0.32591,0.868
153,8,6,0,9.658376,25.284996,0.842,0.594362,1.684
154,8,6,0,9.658376,25.284996,1.664,0.896724,3.328
155,8,6,0,9.658376,25.284996,1.926,0.944763,3.852
156,8,6,0,9.658376,25.284996,2.568,1.005989,5.136
157,8,6,0,9.658376,25.284996,2.648,1.04084,5.296
158,8,6,0,9.658376,25.284996,2.9,1.316828,5.8
159,8,7,0,10.320877,27.795772,0.402,0.379034,0.804
160,8,7,0,10.320877,27.795772,0.802,0.546514,1.604
161,8,7,0,10.320877,27.795772,1.522,0.780104,3.044
162,8,7,0,10.320877,27.795772,1.882,0.882355,3.764
163,8,7,0,10.320877,27.795772,2.378,1.016339,4.756
164,8,7,0,10.320877,27.795772,2.632,1.192634,5.264
165,8,7,0,10.320877,27.795772,2.84,1.224367,5.68
166,8,7,0,10.320877,27.795772,2.9,1.014576,5.8
167,8,8,1,11.00079,30.0,1.11,1.018856,2.22
168,8,8,1,11.00079,30.0,2.05,1.577076,4.1
169,8,8,1,11.00079,30.0,2.678,1.744956,5.356
170,8,8,1,11.00079,30.0,2.9,1.216507,5.8
171,9,0,1,7.145222,0.0,1.542,0.863256,3.084
172,9,0,1,7.145222,0.0,1.892,2.052462,3.784
173,9,0,1,7.145222,0.0,2.55,1.2656,5.1
174,9,0,1,7.145222,0.0,2.9,0.861983,5.8
175,9,1,0,7.573453,5.208719,0.566,0.647472,1.132
176,9,1,0,7.573453,5.208719,1.026,0.739967,2.052
177,9,1,0,7.573453,5.208719,2.2,0.794024,4.4
178,9,1,0,7.573453,5.208719,2.358,2.600697,4.716
179,9,1,0,7.573453,5.208719,2.82,1.434288,5.64
180,9,1,0,7.573453,5.208719,2.898,1.311761,5.796
181,9,2,0,8.057343,9.82643,0.504,0.400832,1.008
182,9,2,0,8.057343,9.82643,1.078,0.821988,2.156
183,9,2,0,8.057343,9.82643,1.784,0.917962,3.568
184,9,2,0,8.057343,9.82643,2.598,2.106908,5.196
185,9,2,0,8.057343,9.82643,2.614,1.450899,5.228
186,9,2,0,8.057343,9.82643,2.9,0.931511,5.8
187,9,3,1,8.587489,13.897886,1.334,0.755352,2.668
188,9,3,1,8.587489,13.897886,1.5,1.158983,3.0
189,9,3,1,8.587489,13.897886,2.316,0.84646,4.632
190,9,3,1,8.587489,13.897886,2.706,1.664316,5.412
191,9,3,1,8.587489,13.897886,2.834,1.321071,5.668
192,9,3,1,8.587489,13.897886,2.898,1.011726,5.796
193,9,4,0,9.155858,17.48017,0.462,0.435212,0.924
194,9,4,0,9.155858,17.48017,0.872,0.600155,1.744
195,9,4,0,9.155858,17.48017,1.822,1.137712,3.644
196,9,4,0,9.155858,17.48017,1.956,1.00059,3.912
197,9,4,0,9.155858,17.48017,2.658,0.907189,5.316
198,9,4,0,9.155858,17.48017,2.764,1.612669,5.528
199,9,4,0,9.155858,17.48017,2.9,0.950909,5.8
200,9,5,0,9.755774,20.633001,0.422,0.345037,0.844
201,9,5,0,9.755774,20.633001,0.864,0.665828,1.728
202,9,5,0,9.755774,20.633001,1.56,0.795451,3.12
203,9,5,0,9.755774,20.633001,2.056,1.015528,4.112
204,9,5,0,9.755774,20.633001,2.398,0.948386,4.796
205,9,5,0,9.755774,20.633001,2.798,1.396002,5.596
206,9,5,0,9.755774,20.633001,2.842,1.323264,5.684
207,9,5,0,9.755774,20.633001,2.898,0.937196,5.796
208,9,6,1,10.381768,23.413224,1.148,0.590629,2.296
209,9,6,1,10.381768,23.413224,1.2,0.741353,2.4
210,9,6,1,10.381768,23.413224,2.082,0.801818,4.164
211,9,6,1,10.381768,23.413224,2.224,1.131308,4.448
212,9,6,1,10.381768,23.413224,2.69,1.031409,5.38
213,9,6,1,10.381768,23.413224,2.82,1.309198,5.64
214,9,6,1,10.381768,23.413224,2.9,0.956047,5.8
215,9,7,0,11.0294,25.87219,0.378,0.318391,0.756
216,9,7,0,11.0294,25.87219,0.742,0.513056,1.484
217,9,7,0,11.0294,25.87219,1.472,0.64998,2.944
218,9,7,0,11.0294,25.87219,1.73,0.767934,3.46
219,9,7,0,11.0294,25.87219,2.348,0.888361,4.696
220,9,7,0,11.0294,25.87219,2.462,1.02941,4.924
221,9,7,0,11.0294,25.87219,2.836,1.246345,5.672
222,9,7,0,11.0294,25.87219,2.85,1.429462,5.7
223,9,7,0,11.0294,25.87219,2.898,0.904034,5.796
224,9,8,0,11.695078,28.054881,0.356,0.239593,0.712
225,9,8,0,11.695078,28.054881,0.71,0.430178,1.42
226,9,8,0,11.695078,28.054881,1.362,0.516524,2.724
227,9,8,0,11.695078,28.054881,1.69,0.645655,3.38
228,9,8,0,11.695078,28.054881,2.18,0.833907,4.36
229,9,8,0,11.695078,28.054881,2.44,0.997265,4.88
230,9,8,0,11.695078,28.054881,2.714,1.026826,5.428
231,9,8,0,11.695078,28.054881,2.848,1.048607,5.696
232,9,8,0,11.695078,28.054881,2.9,0.960704,5.8
233,9,9,1,12.375888,30.0,0.992,0.893888,1.984
234,9,9,1,12.375888,30.0,1.864,1.416548,3.728
235,9,9,1,12.375888,30.0,2.512,1.301871,5.024
236,9,9,1,12.375888,30.0,2.856,1.773809,5.712
237,9,9,1,12.375888,30.0,2.898,0.893888,5.796
238,10,0,0,7.939136,0.0,0.508,0.474409,1.016
239,10,0,0,7.939136,0.0,1.108,0.907565,2.216
240,10,0,0,7.939136,0.0,1.792,0.941943,3.584
241,10,0,0,7.939136,0.0,2.616,1.097787,5.232
242,10,0,0,7.939136,0.0,2.898,33.969522,5.796
243,10,1,1,8.364399,4.715004,1.35,0.647155,2.7
244,10,1,1,8.364399,4.715004,1.594,1.457458,3.188
245,10,1,1,8.364399,4.715004,2.324,1.018045,4.648
246,10,1,1,8.364399,4.715004,2.834,1.082217,5.668
247,10,1,1,8.364399,4.715004,2.9,1.851189,5.8
248,10,2,0,8.840648,8.948276,0.482,0.507328,0.964
249,10,2,0,8.840648,8.948276,0.892,0.547461,1.784
250,10,2,0,8.840648,8.948276,1.974,0.697704,3.948
251,10,2,0,8.840648,8.948276,1.982,1.747348,3.964
252,10,2,0,8.840648,8.948276,2.662,1.047586,5.324
253,10,2,0,8.840648,8.948276,2.9,1.683546,5.8
254,10,3,0,9.360103,12.730528,0.436,0.419884,0.872
255,10,3,0,9.360103,12.730528,0.918,0.732853,1.836
256,10,3,0,9.360103,12.730528,1.584,0.732853,3.168
257,10,3,0,9.360103,12.730528,2.25,1.427799,4.5
258,10,3,0,9.360103,12.730528,2.412,1.056513,4.824
259,10,3,0,9.360103,12.730528,2.844,1.104139,5.688
260,10,3,0,9.360103,12.730528,2.9,1.260623,5.8
261,10,4,1,9.915978,16.102114,1.178,0.544058,2.356
262,10,4,1,9.915978,16.102114,1.29,0.932146,2.58
263,10,4,1,9.915978,16.102114,2.106,0.731221,4.212
264,10,4,1,9.915978,16.102114,2.422,1.084446,4.844
265,10,4,1,9.915978,16.102114,2.696,1.053252,5.392
266,10,4,1,9.915978,16.102114,2.9,1.3762,5.8
267,10,5,0,10.50249,19.106605,0.402,0.297983,0.804
268,10,5,0,10.50249,19.106605,0.768,0.526668,1.536
269,10,5,0,10.50249,19.106605,1.59,0.904345,3.18
270,10,5,0,10.50249,19.106605,1.76,0.76748,3.52
271,10,5,0,10.50249,19.106605,2.478,0.796932,4.956
272,10,5,0,10.50249,19.106605,2.532,1.272493,5.064
273,10,5,0,10.50249,19.106605,2.852,1.143425,5.704
274,10,5,0,10.50249,19.106605,2.9,1.093183,5.8
275,10,6,0,11.114791,21.786789,0.372,0.251283,0.744
276,10,6,0,11.114791,21.786789,0.756,0.512388,1.512
277,10,6,0,11.114791,21.786789,1.396,0.663813,2.792
278,10,6,0,11.114791,21.786789,1.824,0.886448,3.648
279,10,6,0,11.114791,21.786789,2.206,0.739934,4.412
280,10,6,0,11.114791,21.786789,2.61,0.991217,5.22
281,10,6,0,11.114791,21.786789,2.722,1.096805,5.444
282,10,6,0,11.114791,21.786789,2.9,1.233496,5.8
283,10,7,1,11.748849,24.182474,1.026,0.439824,2.052
284,10,7,1,11.748849,24.182474,1.062,0.600886,2.124
285,10,7,1,11.748849,24.182474,1.896,0.694581,3.792
286,10,7,1,11.748849,24.182474,2.006,0.957856,4.012
287,10,7,1,11.748849,24.182474,2.528,0.791373,5.056
288,10,7,1,11.748849,24.182474,2.664,1.072458,5.328
289,10,7,1,11.748849,24.182474,2.858,1.119693,5.716
290,10,7,1,11.748849,24.182474,2.9,1.008188,5.8
291,10,8,0,12.401327,26.329503,0.336,0.268497,0.672
292,10,8,0,12.401327,26.329503,0.662,0.415216,1.324
293,10,8,0,12.401327,26.329503,1.316,0.592747,2.632
294,10,8,0,12.401327,26.329503,1.568,0.553866,3.136
295,10,8,0,12.401327,26.329503,2.146,0.808424,4.292
296,10,8,0,12.401327,26.329503,2.284,0.764408,4.568
297,10,8,0,12.401327,26.329503,2.704,0.992557,5.408
298,10,8,0,12.401327,26.329503,2.742,1.137076,5.484
299,10,8,0,12.401327,26.329503,2.9,1.148813,5.8
300,10,9,0,13.069467,28.259497,0.318,0.265908,0.636
301,10,9,0,13.069467,28.259497,0.636,0.398862,1.272
302,10,9,0,13.069467,28.259497,1.23,0.493531,2.46
303,10,9,0,13.069467,28.259497,1.528,0.634838,3.056
304,10,9,0,13.069467,28.259497,2.004,0.727418,4.008
305,10,9,0,13.069467,28.259497,2.258,0.810254,4.516
306,10,9,0,13.069467,28.259497,2.566,0.868725,5.132
307,10,9,0,13.069467,28.259497,2.734,1.043445,5.468
308,10,9,0,13.069467,28.259497,2.862,1.113055,5.724
309,10,9,0,13.069467,28.259497,2.9,0.962698,5.8
310,10,9,0,13.069467,28.259497,2.976,1.061544,5.952
311,10,10,1,13.750987,30.0,0.896,0.879259,1.792
312,10,10,1,13.750987,30.0,1.704,1.18227,3.408
313,10,10,1,13.750987,30.0,2.346,1.4522,4.692
314,10,10,1,13.750987,30.0,2.758,1.65134,5.516
315,10,10,1,13.750987,30.0,2.9,1.094939,5.8
316,11,0,0,8.73305,0.0,0.49,0.533372,0.98
317,11,0,0,8.73305,0.0,0.898,0.64588,1.796
318,11,0,0,8.73305,0.0,1.978,0.791723,3.956
319,11,0,0,8.73305,0.0,2.074,2.062648,4.148
320,11,0,0,8.73305,0.0,2.664,1.060493,5.328
321,11,0,0,8.73305,0.0,2.9,0.790682,5.8
322,11,1,0,9.155858,4.306619,0.444,0.357709,0.888
323,11,1,0,9.155858,4.306619,0.952,0.793914,1.904
324,11,1,0,9.155858,4.306619,1.598,0.642882,3.196
325,11,1,0,9.155858,4.306619,2.418,0.868437,4.836
326,11,1,0,9.155858,4.306619,2.45,2.502966,4.9
327,11,1,0,9.155858,4.306619,2.846,1.256948,5.692
328,11,1,0,9.155858,4.306619,2.898,1.248005,5.796
329,11,2,1,9.625691,8.213211,1.194,0.581258,2.388
330,11,2,1,9.625691,8.213211,1.366,1.069893,2.732
331,11,2,1,9.625691,8.213211,2.118,0.847786,4.236
332,11,2,1,9.625691,8.213211,2.646,1.520723,5.292
333,11,2,1,9.625691,8.213211,2.7,1.233402,5.4
334,11,2,1,9.625691,8.213211,2.9,0.875195,5.8
335,11,3,0,10.13601,11.741531,0.418,0.389537,0.836
336,11,3,0,10.13601,11.741531,0.786,0.526862,1.572
337,11,3,0,10.13601,11.741531,1.708,1.056417,3.416
338,11,3,0,10.13601,11.741531,1.78,0.841902,3.56
339,11,3,0,10.13601,11.741531,2.488,0.757533,4.976
340,11,3,0,10.13601,11.741531,2.734,1.622771,5.468
341,11,3,0,10.13601,11.741531,2.854,1.143479,5.708
342,11,3,0,10.13601,11.741531,2.898,0.987305,5.796
343,11,4,0,10.681015,14.920862,0.384,0.337294,0.768
344,11,4,0,10.681015,14.920862,0.8,0.540863,1.6
345,11,4,0,10.681015,14.920862,1.42,0.614965,2.84
346,11,4,0,10.681015,14.920862,1.972,0.952259,3.944
347,11,4,0,10.681015,14.920862,2.222,0.884971,4.444
348,11,4,0,10.681015,14.920862,2.728,0.84068,5.456
349,11,4,0,10.681015,14.920862,2.782,1.553596,5.564
350,11,4,0,10.681015,14.920862,2.9,0.902857,5.8
351,11,5,1,11.255668,17.783651,1.052,0.553663,2.104
352,11,5,1,11.255668,17.783651,1.13,0.698342,2.26
353,11,5,1,11.255668,17.783651,1.922,0.589226,3.844
354,11,5,1,11.255668,17.783651,2.164,1.091968,4.328
355,11,5,1,11.255668,17.783651,2.538,0.893943,5.076
356,11,5,1,11.255668,17.783651,2.812,1.15178,5.624
357,11,5,1,11.255668,17.783651,2.86,1.112175,5.72
358,11,5,1,11.255668,17.783651,2.898,0.922232,5.796
359,11,6,0,11.855658,20.362597,0.354,0.303875,0.708
360,11,6,0,11.855658,20.362597,0.684,0.410539,1.368
361,11,6,0,11.855658,20.362597,1.41,0.575521,2.82
362,11,6,0,11.855658,20.362597,1.596,0.676813,3.192
363,11,6,0,11.855658,20.362597,2.306,1.194015,4.612
364,11,6,0,11.855658,20.362597,2.748,0.910859,5.496
365,11,6,0,11.855658,20.362597,2.83,1.339814,5.66
366,11,6,0,11.855658,20.362597,2.9,0.919299,5.8
367,11,7,0,12.477332,22.688889,0.332,0.22603,0.664
368,11,7,0,12.477332,22.688889,0.672,0.416332,1.344
369,11,7,0,12.477332,22.688889,1.262,0.451331,2.524
370,11,7,0,12.477332,22.688889,1.636,0.73642,3.272
371,11,7,0,12.477332,22.688889,2.03,0.71163,4.06
372,11,7,0,12.477332,22.688889,2.41,1.003281,4.82
373,11,7,0,12.477332,22.688889,2.578,0.885162,5.156
374,11,7,0,12.477332,22.688889,2.844,1.030988,5.688
375,11,7,0,12.477332,22.688889,2.864,1.240248,5.728
376,11,7,0,12.477332,22.688889,2.898,0.897557,5.796
377,11,8,1,13.117606,24.791281,0.926,0.355092,1.852
378,11,8,1,13.117606,24.791281,0.952,0.53888,1.904
379,11,8,1,13.117606,24.791281,1.736,0.632508,3.472
380,11,8,1,13.117606,24.791281,1.822,0.657476,3.644
381,11,8,1,13.117606,24.791281,2.366,0.826006,4.732
382,11,8,1,13.117606,24.791281,2.49,0.827393,4.98
383,11,8,1,13.117606,24.791281,2.764,0.921714,5.528
384,11,8,1,13.117606,24.791281,2.852,1.146421,5.704
385,11,8,1,13.117606,24.791281,2.9,0.922408,5.8
386,11,8,1,13.117606,24.791281,2.978,1.021584,5.956
387,11,9,0,13.773886,26.695695,0.304,0.197488,0.608
388,11,9,0,13.773886,26.695695,0.598,0.364593,1.196
389,11,9,0,13.773886,26.695695,1.19,0.511223,2.38
390,11,9,0,13.773886,26.695695,1.43,0.549532,2.86
391,11,9,0,13.773886,26.695695,1.97,0.739094,3.94
392,11,9,0,13.773886,26.695695,2.12,0.642001,4.24
393,11,9,0,13.773886,26.695695,2.55,0.885063,5.1
394,11,9,0,13.773886,26.695695,2.612,0.832223,5.224
395,11,9,0,13.773886,26.695695,2.86,1.122181,5.72
396,11,9,0,13.773886,26.695695,2.868,1.198138,5.736
397,11,9,0,13.773886,26.695695,2.898,0.8811,5.796
398,11,10,0,14.443992,28.425171,0.288,0.231156,0.576
399,11,10,0,14.443992,28.425171,0.576,0.33949,1.152
400,11,10,0,14.443992,28.425171,1.12,0.486876,2.24
401,11,10,0,14.443992,28.425171,1.394,0.561198,2.788
402,11,10,0,14.443992,28.425171,1.85,0.674572,3.7
403,11,10,0,14.443992,28.425171,2.092,0.780387,4.184
404,11,10,0,14.443992,28.425171,2.418,0.666384,4.836
405,11,10,0,14.443992,28.425171,2.598,0.867936,5.196
406,11,10,0,14.443992,28.425171,2.776,0.93785,5.552
407,11,10,0,14.443992,28.425171,2.866,1.116728,5.732
408,11,10,0,14.443992,28.425171,2.9,0.931551,5.8
409,11,10,0,14.443992,28.425171,2.962,1.012802,5.924
410,11,11,1,15.126086,30.0,0.816,0.708508,1.632
411,11,11,1,15.126086,30.0,1.568,0.949088,3.136
412,11,11,1,15.126086,30.0,2.192,1.06637,4.384
413,11,11,1,15.126086,30.0,2.638,1.352059,5.276
414,11,11,1,15.126086,30.0,2.87,1.63895,5.74
415,11,11,1,15.126086,30.0,2.898,0.879319,5.796
416,12,0,1,9.526963,0.0,1.2,0.588237,2.4
417,12,0,1,9.526963,0.0,1.398,1.115358,2.796
418,12,0,1,9.526963,0.0,2.122,0.832699,4.244
419,12,0,1,9.526963,0.0,2.702,0.962569,5.404
420,12,0,1,9.526963,0.0,2.898,28.37478,5.796
421,12,1,0,9.947709,3.963235,0.428,0.407885,0.856
422,12,1,0,9.947709,3.963235,0.796,0.481963,1.592
423,12,1,0,9.947709,3.963235,1.79,0.689563,3.58
424,12,1,0,9.947709,3.963235,1.798,1.60136,3.596
425,12,1,0,9.947709,3.963235,2.492,0.949293,4.984
426,12,1,0,9.947709,3.963235,2.854,1.037089,5.708
427,12,1,0,9.947709,3.963235,2.9,1.755917,5.8
428,12,2,0,10.412079,7.589089,0.392,0.361734,0.784
429,12,2,0,10.412079,7.589089,0.832,0.515514,1.664
430,12,2,0,10.412079,7.589089,1.436,0.671042,2.872
431,12,2,0,10.412079,7.589089,2.118,1.518582,4.236
432,12,2,0,10.412079,7.589089,2.232,0.96637,4.464
433,12,2,0,10.412079,7.589089,2.73,1.011805,5.46
434,12,2,0,10.412079,7.589089,2.9,1.563143,5.8
435,12,3,1,10.914508,10.893395,1.07,0.520123,2.14
436,12,3,1,10.914508,10.893395,1.192,0.825196,2.384
437,12,3,1,10.914508,10.893395,1.936,0.707668,3.872
438,12,3,1,10.914508,10.893395,2.338,1.345319,4.676
439,12,3,1,10.914508,10.893395,2.546,0.982733,5.092
440,12,3,1,10.914508,10.893395,2.86,1.066086,5.72
441,12,3,1,10.914508,10.893395,2.9,1.230292,5.8
442,12,4,0,11.449985,13.897886,0.37,0.296367,0.74
443,12,4,0,11.449985,13.897886,0.702,0.461633,1.404
444,12,4,0,11.449985,13.897886,1.5,0.848579,3.0
445,12,4,0,11.449985,13.897886,1.618,0.716684,3.236
446,12,4,0,11.449985,13.897886,2.316,0.675367,4.632
447,12,4,0,11.449985,13.897886,2.482,1.341994,4.964
448,12,4,0,11.449985,13.897886,2.752,0.898635,5.504
449,12,4,0,11.449985,13.897886,2.9,1.292732,5.8
450,12,5,0,12.014093,16.627174,0.342,0.286238,0.684
451,12,5,0,12.014093,16.627174,0.708,0.433143,1.416
