,n,m,is_metal,diameter,chiral_angle,peakposition,peakhight,energy_separation
2419,21,10,0,21.75671,18.42223,1.846,0.40017,3.692
2420,21,10,0,21.75671,18.42223,1.896,0.598792,3.792
2421,21,10,0,21.75671,18.42223,2.214,0.512653,4.428
2422,21,10,0,21.75671,18.42223,2.358,0.737199,4.716
2423,21,10,0,21.75671,18.42223,2.51,0.633498,5.02
2424,21,10,0,21.75671,18.42223,2.696,0.799922,5.392
2425,21,10,0,21.75671,18.42223,2.724,0.760198,5.448
2426,21,10,0,21.75671,18.42223,2.856,0.811212,5.712
2427,21,10,0,21.75671,18.42223,2.876,1.049976,5.752
2428,21,10,0,21.75671,18.42223,2.9,0.873098,5.8
2429,21,10,0,21.75671,18.42223,2.932,0.881461,5.864
2430,21,11,0,22.35681,19.77261,0.186,0.096442,0.372
2431,21,11,0,22.35681,19.77261,0.376,0.186372,0.752
2432,21,11,0,22.35681,19.77261,0.724,0.253922,1.448
2433,21,11,0,22.35681,19.77261,0.944,0.337749,1.888
2434,21,11,0,22.35681,19.77261,1.224,0.334901,2.448
2435,21,11,0,22.35681,19.77261,1.494,0.465117,2.988
2436,21,11,0,22.35681,19.77261,1.676,0.386987,3.352
2437,21,11,0,22.35681,19.77261,1.996,0.564814,3.992
2438,21,11,0,22.35681,19.77261,2.066,0.546502,4.132
2439,21,11,0,22.35681,19.77261,2.388,0.542026,4.776
2440,21,11,0,22.35681,19.77261,2.416,0.742641,4.832
2441,21,11,0,22.35681,19.77261,2.636,0.643351,5.272
2442,21,11,0,22.35681,19.77261,2.72,0.837455,5.44
2443,21,11,0,22.35681,19.77261,2.804,0.771126,5.608
2444,21,11,0,22.35681,19.77261,2.88,0.930234,5.76
2445,21,11,0,22.35681,19.77261,2.89,1.015282,5.78
2446,21,11,0,22.35681,19.77261,2.898,0.872044,5.796
2447,21,12,1,22.968677,21.051724,0.534,0.190914,1.068
2448,21,12,1,22.968677,21.051724,0.55,0.283598,1.1
2449,21,12,1,22.968677,21.051724,1.04,0.272507,2.08
2450,21,12,1,22.968677,21.051724,1.096,0.381431,2.192
2451,21,12,1,22.968677,21.051724,1.502,0.343011,3.004
2452,21,12,1,22.968677,21.051724,1.616,0.478868,3.232
2453,21,12,1,22.968677,21.051724,1.91,0.464609,3.82
2454,21,12,1,22.968677,21.051724,2.084,0.491543,4.168
2455,21,12,1,22.968677,21.051724,2.256,0.533528,4.512
2456,21,12,1,22.968677,21.051724,2.466,0.674139,4.932
2457,21,12,1,22.968677,21.051724,2.534,0.617103,5.068
2458,21,12,1,22.968677,21.051724,2.74,0.895551,5.48
2459,21,12,1,22.968677,21.051724,2.858,0.796926,5.716
2460,21,12,1,22.968677,21.051724,2.882,1.005267,5.764
2461,21,12,1,22.968677,21.051724,2.9,0.884857,5.8
2462,21,12,1,22.968677,21.051724,2.926,0.906642,5.852
2463,21,13,0,23.591394,22.26389,0.178,0.090623,0.356
2464,21,13,0,23.591394,22.26389,0.35,0.168521,0.7
2465,21,13,0,23.591394,22.26389,0.712,0.256059,1.424
2466,21,13,0,23.591394,22.26389,0.856,0.263772,1.712
2467,21,13,0,23.591394,22.26389,1.236,0.385631,2.472
2468,21,13,0,23.591394,22.26389,1.326,0.337813,2.652
2469,21,13,0,23.591394,22.26389,1.726,0.484353,3.452
2470,21,13,0,23.591394,22.26389,1.748,0.497464,3.496
2471,21,13,0,23.591394,22.26389,2.116,0.456973,4.232
2472,21,13,0,23.591394,22.26389,2.158,0.623951,4.316
2473,21,13,0,23.591394,22.26389,2.418,0.544511,4.836
2474,21,13,0,23.591394,22.26389,2.508,0.675626,5.016
2475,21,13,0,23.591394,22.26389,2.652,0.666757,5.304
2476,21,13,0,23.591394,22.26389,2.756,0.80944,5.512
2477,21,13,0,23.591394,22.26389,2.81,0.793244,5.62
2478,21,13,0,23.591394,22.26389,2.884,0.944025,5.768
2479,21,13,0,23.591394,22.26389,2.89,1.103291,5.78
2480,21,13,0,23.591394,22.26389,2.898,0.874226,5.796
2481,21,14,0,24.224124,23.413224,0.172,0.088256,0.344
2482,21,14,0,24.224124,23.413224,0.346,0.170504,0.692
2483,21,14,0,24.224124,23.413224,0.674,0.227964,1.348
2484,21,14,0,24.224124,23.413224,0.864,0.274533,1.728
2485,21,14,0,24.224124,23.413224,1.148,0.310211,2.296
2486,21,14,0,24.224124,23.413224,1.362,0.387952,2.724
2487,21,14,0,24.224124,23.413224,1.582,0.379314,3.164
2488,21,14,0,24.224124,23.413224,1.824,0.409359,3.648
2489,21,14,0,24.224124,23.413224,1.968,0.433019,3.936
2490,21,14,0,24.224124,23.413224,2.224,0.580989,4.448
2491,21,14,0,24.224124,23.413224,2.294,0.543433,4.588
2492,21,14,0,24.224124,23.413224,2.546,0.568971,5.092
2493,21,14,0,24.224124,23.413224,2.554,0.725579,5.108
2494,21,14,0,24.224124,23.413224,2.744,0.649716,5.488
2495,21,14,0,24.224124,23.413224,2.77,0.817591,5.54
2496,21,14,0,24.224124,23.413224,2.86,0.788673,5.72
2497,21,14,0,24.224124,23.413224,2.886,0.892327,5.772
2498,21,14,0,24.224124,23.413224,2.9,0.893079,5.8
2499,21,14,0,24.224124,23.413224,2.922,0.891952,5.844
2500,21,15,1,24.866104,24.503633,0.498,0.142686,0.996
2501,21,15,1,24.866104,24.503633,0.506,0.218054,1.012
2502,21,15,1,24.866104,24.503633,0.972,0.264153,1.944
2503,21,15,1,24.866104,24.503633,1.004,0.319398,2.008
2504,21,15,1,24.866104,24.503633,1.416,0.291593,2.832
2505,21,15,1,24.866104,24.503633,1.478,0.424401,2.956
2506,21,15,1,24.866104,24.503633,1.814,0.418181,3.628
2507,21,15,1,24.866104,24.503633,1.91,0.49428,3.82
2508,21,15,1,24.866104,24.503633,2.16,0.510013,4.32
2509,21,15,1,24.866104,24.503633,2.282,0.53855,4.564
2510,21,15,1,24.866104,24.503633,2.446,0.58721,4.892
2511,21,15,1,24.866104,24.503633,2.576,0.654528,5.152
2512,21,15,1,24.866104,24.503633,2.666,0.645382,5.332
2513,21,15,1,24.866104,24.503633,2.782,0.71892,5.564
2514,21,15,1,24.866104,24.503633,2.814,0.776361,5.628
2515,21,15,1,24.866104,24.503633,2.898,0.878436,5.796
2516,21,15,1,24.866104,24.503633,2.988,0.69148,5.976
2517,21,16,0,25.516635,25.538803,0.164,0.091986,0.328
2518,21,16,0,25.516635,25.538803,0.324,0.141188,0.648
2519,21,16,0,25.516635,25.538803,0.654,0.222121,1.308
2520,21,16,0,25.516635,25.538803,0.8,0.209999,1.6
2521,21,16,0,25.516635,25.538803,1.132,0.320882,2.264
2522,21,16,0,25.516635,25.538803,1.246,0.345839,2.492
2523,21,16,0,25.516635,25.538803,1.582,0.421781,3.164
2524,21,16,0,25.516635,25.538803,1.656,0.436399,3.312
2525,21,16,0,25.516635,25.538803,1.986,0.469913,3.972
2526,21,16,0,25.516635,25.538803,2.018,0.510915,4.036
2527,21,16,0,25.516635,25.538803,2.326,0.499862,4.652
2528,21,16,0,25.516635,25.538803,2.332,0.71414,4.664
2529,21,16,0,25.516635,25.538803,2.574,0.538725,5.148
2530,21,16,0,25.516635,25.538803,2.604,0.719488,5.208
2531,21,16,0,25.516635,25.538803,2.754,0.629641,5.508
2532,21,16,0,25.516635,25.538803,2.792,0.814683,5.584
2533,21,16,0,25.516635,25.538803,2.862,0.789369,5.724
2534,21,16,0,25.516635,25.538803,2.888,0.938757,5.776
2535,21,16,0,25.516635,25.538803,2.92,0.798282,5.84
2536,21,17,0,26.17508,26.5222,0.158,0.086892,0.316
2537,21,17,0,26.17508,26.5222,0.32,0.11991,0.64
2538,21,17,0,26.17508,26.5222,0.628,0.201589,1.256
2539,21,17,0,26.17508,26.5222,0.794,0.266583,1.588
2540,21,17,0,26.17508,26.5222,1.078,0.303078,2.156
2541,21,17,0,26.17508,26.5222,1.25,0.334359,2.5
2542,21,17,0,26.17508,26.5222,1.496,0.331231,2.992
2543,21,17,0,26.17508,26.5222,1.676,0.435848,3.352
2544,21,17,0,26.17508,26.5222,1.872,0.441757,3.744
2545,21,17,0,26.17508,26.5222,2.056,0.471648,4.112
2546,21,17,0,26.17508,26.5222,2.2,0.44697,4.4
2547,21,17,0,26.17508,26.5222,2.376,0.559234,4.752
2548,21,17,0,26.17508,26.5222,2.47,0.5999,4.94
2549,21,17,0,26.17508,26.5222,2.628,0.661071,5.256
2550,21,17,0,26.17508,26.5222,2.678,0.684706,5.356
2551,21,17,0,26.17508,26.5222,2.8,0.730585,5.6
2552,21,17,0,26.17508,26.5222,2.82,0.752481,5.64
2553,21,17,0,26.17508,26.5222,2.89,1.143494,5.78
2554,21,17,0,26.17508,26.5222,2.898,0.875867,5.796
2555,21,17,0,26.17508,26.5222,2.978,0.660029,5.956
2556,21,18,1,26.840856,27.457076,0.466,0.254887,0.932
2557,21,18,1,26.840856,27.457076,0.912,0.206757,1.824
2558,21,18,1,26.840856,27.457076,0.924,0.307423,1.848
2559,21,18,1,26.840856,27.457076,1.334,0.335895,2.668
2560,21,18,1,26.840856,27.457076,1.36,0.364705,2.72
2561,21,18,1,26.840856,27.457076,1.722,0.341657,3.444
2562,21,18,1,26.840856,27.457076,1.762,0.413852,3.524
2563,21,18,1,26.840856,27.457076,2.064,0.445713,4.128
2564,21,18,1,26.840856,27.457076,2.118,0.464016,4.236
2565,21,18,1,26.840856,27.457076,2.356,0.517569,4.712
2566,21,18,1,26.840856,27.457076,2.416,0.601628,4.832
2567,21,18,1,26.840856,27.457076,2.59,0.597899,5.18
2568,21,18,1,26.840856,27.457076,2.65,0.593832,5.3
2569,21,18,1,26.840856,27.457076,2.76,0.666027,5.52
2570,21,18,1,26.840856,27.457076,2.808,0.766355,5.616
2571,21,18,1,26.840856,27.457076,2.864,0.79686,5.728
2572,21,18,1,26.840856,27.457076,2.89,0.901255,5.78
2573,21,18,1,26.840856,27.457076,2.918,0.760254,5.836
2574,21,19,0,27.513431,28.346473,0.152,0.076713,0.304
2575,21,19,0,27.513431,28.346473,0.302,0.13524,0.604
2576,21,19,0,27.513431,28.346473,0.604,0.201041,1.208
2577,21,19,0,27.513431,28.346473,0.748,0.198726,1.496
2578,21,19,0,27.513431,28.346473,1.044,0.295279,2.088
2579,21,19,0,27.513431,28.346473,1.172,0.312804,2.344
2580,21,19,0,27.513431,28.346473,1.458,0.342563,2.916
2581,21,19,0,27.513431,28.346473,1.568,0.397453,3.136
2582,21,19,0,27.513431,28.346473,1.838,0.418946,3.676
2583,21,19,0,27.513431,28.346473,1.924,0.448705,3.848
2584,21,19,0,27.513431,28.346473,2.172,0.485739,4.344
2585,21,19,0,27.513431,28.346473,2.234,0.513845,4.468
2586,21,19,0,27.513431,28.346473,2.452,0.510208,4.904
2587,21,19,0,27.513431,28.346473,2.492,0.572702,4.984
2588,21,19,0,27.513431,28.346473,2.668,0.650077,5.336
2589,21,19,0,27.513431,28.346473,2.69,0.637512,5.38
2590,21,19,0,27.513431,28.346473,2.816,0.678844,5.632
2591,21,19,0,27.513431,28.346473,2.824,0.789615,5.648
2592,21,19,0,27.513431,28.346473,2.89,1.207899,5.78
2593,21,19,0,27.513431,28.346473,2.898,0.879885,5.796
2594,21,19,0,27.513431,28.346473,2.97,0.638173,5.94
2595,21,20,0,28.192318,29.193231,0.148,0.087451,0.296
2596,21,20,0,28.192318,29.193231,0.296,0.12682,0.592
2597,21,20,0,28.192318,29.193231,0.588,0.159735,1.176
2598,21,20,0,28.192318,29.193231,0.734,0.214916,1.468
2599,21,20,0,28.192318,29.193231,1.012,0.271388,2.024
2600,21,20,0,28.192318,29.193231,1.156,0.25719,2.312
2601,21,20,0,28.192318,29.193231,1.412,0.323988,2.824
2602,21,20,0,28.192318,29.193231,1.55,0.389495,3.1
2603,21,20,0,28.192318,29.193231,1.78,0.402081,3.56
2604,21,20,0,28.192318,29.193231,1.908,0.437577,3.816
2605,21,20,0,28.192318,29.193231,2.106,0.467911,4.212
2606,21,20,0,28.192318,29.193231,2.222,0.513411,4.444
2607,21,20,0,28.192318,29.193231,2.384,0.479851,4.768
2608,21,20,0,28.192318,29.193231,2.482,0.559879,4.964
2609,21,20,0,28.192318,29.193231,2.606,0.559234,5.212
2610,21,20,0,28.192318,29.193231,2.684,0.653139,5.368
2611,21,20,0,28.192318,29.193231,2.768,0.707029,5.536
2612,21,20,0,28.192318,29.193231,2.822,0.719292,5.644
2613,21,20,0,28.192318,29.193231,2.866,0.809647,5.732
2614,21,20,0,28.192318,29.193231,2.89,0.904843,5.78
2615,21,20,0,28.192318,29.193231,2.916,0.775441,5.832
2616,21,21,1,28.877073,30.0,0.432,0.296142,0.864
2617,21,21,1,28.877073,30.0,0.854,0.416175,1.708
2618,21,21,1,28.877073,30.0,1.258,0.541878,2.516
2619,21,21,1,28.877073,30.0,1.634,0.529276,3.268
2620,21,21,1,28.877073,30.0,1.972,0.703496,3.944
2621,21,21,1,28.877073,30.0,2.266,0.733425,4.532
2622,21,21,1,28.877073,30.0,2.512,0.720508,5.024
2623,21,21,1,28.877073,30.0,2.7,0.80431,5.4
2624,21,21,1,28.877073,30.0,2.826,0.980105,5.652
2625,21,21,1,28.877073,30.0,2.892,1.184885,5.784
2626,21,21,1,28.877073,30.0,2.898,0.885277,5.796
2627,21,21,1,28.877073,30.0,2.962,0.752013,5.924
2628,22,0,0,17.466099,0.0,0.236,0.138552,0.472
2629,22,0,0,17.466099,0.0,0.49,0.288562,0.98
2630,22,0,0,17.466099,0.0,0.898,0.342733,1.796
2631,22,0,0,17.466099,0.0,1.266,0.568791,2.532
2632,22,0,0,17.466099,0.0,1.484,0.380236,2.968
2633,22,0,0,17.466099,0.0,1.978,0.478159,3.956
2634,22,0,0,17.466099,0.0,2.074,1.11258,4.148
2635,22,0,0,17.466099,0.0,2.376,0.591709,4.752
2636,22,0,0,17.466099,0.0,2.664,0.641713,5.328
2637,22,0,0,17.466099,0.0,2.84,0.688591,5.68
2638,22,0,0,17.466099,0.0,2.898,15.682376,5.796
2639,22,1,1,17.876283,2.204228,0.67,0.272272,1.34
2640,22,1,1,17.876283,2.204228,0.726,0.403064,1.452
2641,22,1,1,17.876283,2.204228,1.272,0.340976,2.544
2642,22,1,1,17.876283,2.204228,1.494,0.704853,2.988
2643,22,1,1,17.876283,2.204228,1.792,0.476348,3.584
2644,22,1,1,17.876283,2.204228,2.22,0.528258,4.44
2645,22,1,1,17.876283,2.204228,2.284,1.042266,4.568
2646,22,1,1,17.876283,2.204228,2.55,0.698746,5.1
2647,22,1,1,17.876283,2.204228,2.772,0.691621,5.544
2648,22,1,1,17.876283,2.204228,2.886,0.72979,5.772
2649,22,1,1,17.876283,2.204228,2.9,1.500802,5.8
2650,22,2,0,18.311717,4.306619,0.23,0.161962,0.46
2651,22,2,0,18.311717,4.306619,0.444,0.201211,0.888
2652,22,2,0,18.311717,4.306619,0.952,0.41832,1.904
2653,22,2,0,18.311717,4.306619,1.056,0.367148,2.112
2654,22,2,0,18.311717,4.306619,1.598,0.365161,3.196
2655,22,2,0,18.311717,4.306619,1.704,0.749697,3.408
2656,22,2,0,18.311717,4.306619,2.054,0.538053,4.108
2657,22,2,0,18.311717,4.306619,2.418,0.550971,4.836
2658,22,2,0,18.311717,4.306619,2.45,1.368235,4.9
2659,22,2,0,18.311717,4.306619,2.684,0.737774,5.368
2660,22,2,0,18.311717,4.306619,2.846,0.785965,5.692
2661,22,2,0,18.311717,4.306619,2.9,1.263904,5.8
2662,22,3,0,18.770643,6.308797,0.22,0.124076,0.44
2663,22,3,0,18.770643,6.308797,0.454,0.248636,0.908
2664,22,3,0,18.770643,6.308797,0.842,0.253967,1.684
2665,22,3,0,18.770643,6.308797,1.166,0.474977,2.332
2666,22,3,0,18.770643,6.308797,1.398,0.434265,2.796
2667,22,3,0,18.770643,6.308797,1.878,0.457044,3.756
2668,22,3,0,18.770643,6.308797,1.894,0.944138,3.788
2669,22,3,0,18.770643,6.308797,2.274,0.571911,4.548
2670,22,3,0,18.770643,6.308797,2.568,1.008115,5.136
2671,22,3,0,18.770643,6.308797,2.578,0.922813,5.156
2672,22,3,0,18.770643,6.308797,2.782,0.740577,5.564
2673,22,3,0,18.770643,6.308797,2.886,0.825879,5.772
2674,22,3,0,18.770643,6.308797,2.9,1.139945,5.8
2675,22,4,1,19.251382,8.213211,0.626,0.251879,1.252
2676,22,4,1,19.251382,8.213211,0.67,0.361514,1.34
2677,22,4,1,19.251382,8.213211,1.194,0.335523,2.388
2678,22,4,1,19.251382,8.213211,1.366,0.578895,2.732
2679,22,4,1,19.251382,8.213211,1.696,0.43429,3.392
2680,22,4,1,19.251382,8.213211,2.056,0.812344,4.112
2681,22,4,1,19.251382,8.213211,2.118,0.607249,4.236
2682,22,4,1,19.251382,8.213211,2.456,0.549124,4.912
2683,22,4,1,19.251382,8.213211,2.646,0.926705,5.292
2684,22,4,1,19.251382,8.213211,2.7,0.783517,5.4
2685,22,4,1,19.251382,8.213211,2.85,0.849677,5.7
2686,22,4,1,19.251382,8.213211,2.9,1.089268,5.8
2687,22,5,0,19.752341,10.022942,0.214,0.11837,0.428
2688,22,5,0,19.752341,10.022942,0.412,0.196208,0.824
2689,22,5,0,19.752341,10.022942,0.874,0.372611,1.748
2690,22,5,0,19.752341,10.022942,0.99,0.33991,1.98
2691,22,5,0,19.752341,10.022942,1.508,0.344055,3.016
2692,22,5,0,19.752341,10.022942,1.548,0.566516,3.096
2693,22,5,0,19.752341,10.022942,1.954,0.426499,3.908
2694,22,5,0,19.752341,10.022942,2.19,0.748446,4.38
2695,22,5,0,19.752341,10.022942,2.32,0.609811,4.64
2696,22,5,0,19.752341,10.022942,2.602,0.570662,5.204
2697,22,5,0,19.752341,10.022942,2.698,1.128427,5.396
2698,22,5,0,19.752341,10.022942,2.792,0.784372,5.584
2699,22,5,0,19.752341,10.022942,2.888,0.852077,5.776
2700,22,5,0,19.752341,10.022942,2.9,1.037692,5.8
2701,22,5,0,19.752341,10.022942,2.962,0.934522,5.924
2702,22,6,0,20.272021,11.741531,0.204,0.122964,0.408
2703,22,6,0,20.272021,11.741531,0.418,0.214963,0.836
2704,22,6,0,20.272021,11.741531,0.786,0.280933,1.572
2705,22,6,0,20.272021,11.741531,1.066,0.370688,2.132
2706,22,6,0,20.272021,11.741531,1.316,0.341967,2.632
2707,22,6,0,20.272021,11.741531,1.708,0.596871,3.416
2708,22,6,0,20.272021,11.741531,1.78,0.488267,3.56
2709,22,6,0,20.272021,11.741531,2.174,0.529106,4.348
2710,22,6,0,20.272021,11.741531,2.298,0.765162,4.596
2711,22,6,0,20.272021,11.741531,2.488,0.542569,4.976
2712,22,6,0,20.272021,11.741531,2.714,0.640851,5.428
2713,22,6,0,20.272021,11.741531,2.734,1.065392,5.468
2714,22,6,0,20.272021,11.741531,2.854,0.773688,5.708
2715,22,6,0,20.272021,11.741531,2.9,1.017822,5.8
2716,22,7,1,20.809019,13.372826,0.584,0.188431,1.168
2717,22,7,1,20.809019,13.372826,0.614,0.301227,1.228
2718,22,7,1,20.809019,13.372826,1.122,0.293794,2.244
2719,22,7,1,20.809019,13.372826,1.242,0.491406,2.484
2720,22,7,1,20.809019,13.372826,1.602,0.397409,3.204
2721,22,7,1,20.809019,13.372826,1.85,0.665409,3.7
2722,22,7,1,20.809019,13.372826,2.018,0.51108,4.036
2723,22,7,1,20.809019,13.372826,2.36,0.547804,4.72
2724,22,7,1,20.809019,13.372826,2.384,0.891876,4.768
2725,22,7,1,20.809019,13.372826,2.622,0.6606,5.244
2726,22,7,1,20.809019,13.372826,2.762,0.996365,5.524
2727,22,7,1,20.809019,13.372826,2.8,0.752848,5.6
2728,22,7,1,20.809019,13.372826,2.888,0.871328,5.776
2729,22,7,1,20.809019,13.372826,2.9,0.990682,5.8
2730,22,7,1,20.809019,13.372826,2.944,0.924228,5.888
2731,22,8,0,21.36203,14.920862,0.196,0.125208,0.392
2732,22,8,0,21.36203,14.920862,0.384,0.189089,0.768
2733,22,8,0,21.36203,14.920862,0.8,0.288318,1.6
2734,22,8,0,21.36203,14.920862,0.928,0.261062,1.856
2735,22,8,0,21.36203,14.920862,1.402,0.470593,2.804
2736,22,8,0,21.36203,14.920862,1.42,0.462076,2.84
2737,22,8,0,21.36203,14.920862,1.856,0.404156,3.712
2738,22,8,0,21.36203,14.920862,1.972,0.58345,3.944
2739,22,8,0,21.36203,14.920862,2.222,0.536604,4.444
2740,22,8,0,21.36203,14.920862,2.454,0.772965,4.908
2741,22,8,0,21.36203,14.920862,2.514,0.654572,5.028
2742,22,8,0,21.36203,14.920862,2.728,0.608151,5.456
2743,22,8,0,21.36203,14.920862,2.782,0.969294,5.564
2744,22,8,0,21.36203,14.920862,2.856,0.847068,5.712
2745,22,8,0,21.36203,14.920862,2.9,0.974405,5.8
2746,22,9,0,21.929843,16.389761,0.188,0.114084,0.376
2747,22,9,0,21.929843,16.389761,0.386,0.159302,0.772
2748,22,9,0,21.929843,16.389761,0.734,0.2626,1.468
2749,22,9,0,21.929843,16.389761,0.972,0.371705,1.944
2750,22,9,0,21.929843,16.389761,1.236,0.339347,2.472
2751,22,9,0,21.929843,16.389761,1.546,0.476662,3.092
2752,22,9,0,21.929843,16.389761,1.686,0.429369,3.372
2753,22,9,0,21.929843,16.389761,2.076,0.833432,4.152
2754,22,9,0,21.929843,16.389761,2.394,0.5364,4.788
2755,22,9,0,21.929843,16.389761,2.51,0.800659,5.02
2756,22,9,0,21.929843,16.389761,2.64,0.679523,5.28
2757,22,9,0,21.929843,16.389761,2.798,0.898564,5.596
2758,22,9,0,21.929843,16.389761,2.806,0.906446,5.612
2759,22,9,0,21.929843,16.389761,2.89,0.817668,5.78
2760,22,9,0,21.929843,16.389761,2.9,0.962865,5.8
2761,22,9,0,21.929843,16.389761,2.934,0.890681,5.868
2762,22,10,1,22.511336,17.783651,0.544,0.162057,1.088
2763,22,10,1,22.511336,17.783651,0.564,0.286126,1.128
2764,22,10,1,22.511336,17.783651,1.052,0.314416,2.104
2765,22,10,1,22.511336,17.783651,1.13,0.385139,2.26
2766,22,10,1,22.511336,17.783651,1.514,0.387564,3.028
2767,22,10,1,22.511336,17.783651,1.676,0.523757,3.352
2768,22,10,1,22.511336,17.783651,1.922,0.392009,3.844
2769,22,10,1,22.511336,17.783651,2.164,0.636106,4.328
2770,22,10,1,22.511336,17.783651,2.264,0.549217,4.528
2771,22,10,1,22.511336,17.783651,2.538,0.567403,5.076
2772,22,10,1,22.511336,17.783651,2.556,0.837364,5.112
2773,22,10,1,22.511336,17.783651,2.738,0.695513,5.476
2774,22,10,1,22.511336,17.783651,2.812,0.805033,5.624
2775,22,10,1,22.511336,17.783651,2.86,0.779573,5.72
2776,22,10,1,22.511336,17.783651,2.9,0.950117,5.8
2777,22,11,0,23.105478,19.106605,0.182,0.094892,0.364
2778,22,11,0,23.105478,19.106605,0.356,0.167734,0.712
2779,22,11,0,23.105478,19.106605,0.732,0.272075,1.464
2780,22,11,0,23.105478,19.106605,0.868,0.246088,1.736
2781,22,11,0,23.105478,19.106605,1.276,0.386654,2.552
2782,22,11,0,23.105478,19.106605,1.338,0.37996,2.676
2783,22,11,0,23.105478,19.106605,1.76,0.391773,3.52
2784,22,11,0,23.105478,19.106605,1.79,0.568562,3.58
2785,22,11,0,23.105478,19.106605,2.126,0.461858,4.252
2786,22,11,0,23.105478,19.106605,2.24,0.652036,4.48
2787,22,11,0,23.105478,19.106605,2.426,0.558719,4.852
2788,22,11,0,23.105478,19.106605,2.594,0.733934,5.188
2789,22,11,0,23.105478,19.106605,2.656,0.665816,5.312
2790,22,11,0,23.105478,19.106605,2.812,0.657154,5.624
2791,22,11,0,23.105478,19.106605,2.822,0.92293,5.644
2792,22,11,0,23.105478,19.106605,2.89,0.907967,5.78
2793,22,11,0,23.105478,19.106605,2.9,0.945766,5.8
2794,22,11,0,23.105478,19.106605,2.928,0.827644,5.856
2795,22,12,0,23.711317,20.362597,0.174,0.100524,0.348
2796,22,12,0,23.711317,20.362597,0.354,0.168436,0.708
2797,22,12,0,23.711317,20.362597,0.684,0.219849,1.368
2798,22,12,0,23.711317,20.362597,0.89,0.262821,1.78
2799,22,12,0,23.711317,20.362597,1.162,0.323443,2.324
2800,22,12,0,23.711317,20.362597,1.41,0.347999,2.82
2801,22,12,0,23.711317,20.362597,1.596,0.395191,3.192
2802,22,12,0,23.711317,20.362597,1.89,0.527178,3.78
2803,22,12,0,23.711317,20.362597,1.98,0.427804,3.96
2804,22,12,0,23.711317,20.362597,2.306,0.711344,4.612
2805,22,12,0,23.711317,20.362597,2.56,0.598159,5.12
2806,22,12,0,23.711317,20.362597,2.626,0.747027,5.252
2807,22,12,0,23.711317,20.362597,2.748,0.666837,5.496
2808,22,12,0,23.711317,20.362597,2.83,0.881699,5.66
2809,22,12,0,23.711317,20.362597,2.862,0.8276,5.724
2810,22,12,0,23.711317,20.362597,2.9,0.928124,5.8
2811,22,13,1,24.32798,21.555464,0.506,0.190717,1.012
2812,22,13,1,24.32798,21.555464,0.518,0.251672,1.036
2813,22,13,1,24.32798,21.555464,0.986,0.279719,1.972
2814,22,13,1,24.32798,21.555464,1.034,0.348526,2.068
2815,22,13,1,24.32798,21.555464,1.43,0.337308,2.86
2816,22,13,1,24.32798,21.555464,1.528,0.439024,3.056
2817,22,13,1,24.32798,21.555464,1.826,0.408733,3.652
2818,22,13,1,24.32798,21.555464,1.978,0.518676,3.956
2819,22,13,1,24.32798,21.555464,2.17,0.501848,4.34
2820,22,13,1,24.32798,21.555464,2.362,0.563177,4.724
2821,22,13,1,24.32798,21.555464,2.452,0.573648,4.904
2822,22,13,1,24.32798,21.555464,2.654,0.715377,5.308
2823,22,13,1,24.32798,21.555464,2.67,0.717246,5.34
2824,22,13,1,24.32798,21.555464,2.816,0.72136,5.632
2825,22,13,1,24.32798,21.555464,2.838,0.820832,5.676
2826,22,13,1,24.32798,21.555464,2.89,0.894875,5.78
2827,22,13,1,24.32798,21.555464,2.9,0.936384,5.8
2828,22,13,1,24.32798,21.555464,2.924,0.768104,5.848
2829,22,14,0,24.954664,22.688889,0.168,0.091506,0.336
2830,22,14,0,24.954664,22.688889,0.332,0.130149,0.664
2831,22,14,0,24.954664,22.688889,0.672,0.223113,1.344
2832,22,14,0,24.954664,22.688889,0.812,0.239883,1.624
2833,22,14,0,24.954664,22.688889,1.168,0.332847,2.336
2834,22,14,0,24.954664,22.688889,1.262,0.297484,2.524
2835,22,14,0,24.954664,22.688889,1.636,0.422895,3.272
2836,22,14,0,24.954664,22.688889,1.67,0.452424,3.34
2837,22,14,0,24.954664,22.688889,2.03,0.433102,4.06
2838,22,14,0,24.954664,22.688889,2.058,0.508203,4.116
2839,22,14,0,24.954664,22.688889,2.336,0.537003,4.672
2840,22,14,0,24.954664,22.688889,2.41,0.656945,4.82
2841,22,14,0,24.954664,22.688889,2.578,0.580022,5.156
2842,22,14,0,24.954664,22.688889,2.676,0.706526,5.352
2843,22,14,0,24.954664,22.688889,2.756,0.714181,5.512
2844,22,14,0,24.954664,22.688889,2.844,0.755742,5.688
2845,22,14,0,24.954664,22.688889,2.864,0.858914,5.728
2846,22,14,0,24.954664,22.688889,2.9,0.915056,5.8
2847,22,14,0,24.954664,22.688889,2.99,0.688297,5.98
2848,22,15,0,25.590633,23.766384,0.162,0.09492,0.324
2849,22,15,0,25.590633,23.766384,0.328,0.13047,0.656
2850,22,15,0,25.590633,23.766384,0.64,0.213303,1.28
2851,22,15,0,25.590633,23.766384,0.818,0.228234,1.636
2852,22,15,0,25.590633,23.766384,1.092,0.292936,2.184
2853,22,15,0,25.590633,23.766384,1.292,0.353371,2.584
2854,22,15,0,25.590633,23.766384,1.51,0.358348,3.02
2855,22,15,0,25.590633,23.766384,1.734,0.467133,3.468
