n,m,is_metal,diameter,chiral_angle,peakposition,peakhight
1,0,0,0.793914,0.000000,2.900000,4.824305
1,1,1,1.375099,30.000000,2.898000,2.897785
2,0,0,1.587827,0.000000,2.898000,168.644397
2,1,0,2.100498,19.106605,1.760000,3.010152
2,1,0,2.100498,19.106605,2.900000,2.988496
2,2,1,2.750197,30.000000,2.900000,3.470064
3,0,1,2.381741,0.000000,2.900000,1.776169
3,1,0,2.862496,13.897886,1.500000,3.114634
3,1,0,2.862496,13.897886,2.316000,2.259699
3,1,0,2.862496,13.897886,2.898000,1.846533
3,2,0,3.460589,23.413224,1.148000,1.666729
3,2,0,3.460589,23.413224,2.224000,2.862884
3,2,0,3.460589,23.413224,2.900000,1.561573
3,3,1,4.125296,30.000000,2.512000,3.411623
3,3,1,4.125296,30.000000,2.898000,1.283494
4,0,0,3.175654,0.000000,1.200000,1.650118
4,0,0,3.175654,0.000000,2.898000,84.431061
4,1,1,3.638169,10.893395,2.546000,2.158012
4,1,1,3.638169,10.893395,2.900000,2.438078
4,2,0,4.200996,19.106605,1.006000,1.507242
4,2,0,4.200996,19.106605,1.760000,1.628514
4,2,0,4.200996,19.106605,2.900000,2.520732
4,3,0,4.829188,25.284996,0.842000,1.105834
4,3,0,4.829188,25.284996,1.664000,1.706790
4,3,0,4.829188,25.284996,2.648000,1.554196
4,3,0,4.829188,25.284996,2.900000,1.435512
4,4,1,5.500395,30.000000,2.050000,2.988754
4,4,1,5.500395,30.000000,2.900000,1.923587
5,0,0,3.969568,0.000000,1.108000,1.723457
5,0,0,3.969568,0.000000,1.792000,1.796796
5,0,0,3.969568,0.000000,2.900000,1.207795
5,1,0,4.420324,8.948276,0.892000,0.985842
5,1,0,4.420324,8.948276,1.982000,2.817573
5,1,0,4.420324,8.948276,2.662000,1.891417
5,1,0,4.420324,8.948276,2.898000,1.549768
5,2,1,4.957989,16.102114,2.106000,1.262434
5,2,1,4.957989,16.102114,2.422000,1.959709
5,2,1,4.957989,16.102114,2.900000,1.196377
5,3,0,5.557395,21.786789,0.756000,0.954384
5,3,0,5.557395,21.786789,1.396000,1.260507
5,3,0,5.557395,21.786789,2.610000,1.681222
5,3,0,5.557395,21.786789,2.722000,1.895672
5,3,0,5.557395,21.786789,2.898000,1.126271
5,4,0,6.200664,26.329503,0.662000,0.760007
5,4,0,6.200664,26.329503,1.316000,1.123871
5,4,0,6.200664,26.329503,2.284000,1.210436
5,4,0,6.200664,26.329503,2.704000,1.694610
5,4,0,6.200664,26.329503,2.900000,1.156149
5,5,1,6.875494,30.000000,1.704000,2.237513
5,5,1,6.875494,30.000000,2.758000,2.948066
5,5,1,6.875494,30.000000,2.898000,1.018856
6,0,1,4.763482,0.000000,2.122000,1.436214
6,0,1,4.763482,0.000000,2.898000,56.382867
6,1,0,5.206040,7.589089,0.832000,0.950643
6,1,0,5.206040,7.589089,1.436000,1.275679
6,1,0,5.206040,7.589089,2.730000,1.579744
6,1,0,5.206040,7.589089,2.900000,2.152926
6,2,0,5.724992,13.897886,0.702000,0.845401
6,2,0,5.724992,13.897886,1.500000,1.625648
6,2,0,5.724992,13.897886,2.316000,1.196592
6,2,0,5.724992,13.897886,2.900000,2.089665
6,3,1,6.301494,19.106605,1.760000,1.066908
6,3,1,6.301494,19.106605,1.948000,1.661719
6,3,1,6.301494,19.106605,2.768000,1.547666
6,3,1,6.301494,19.106605,2.900000,1.359982
6,4,0,6.921178,23.413224,0.606000,0.725579
6,4,0,6.921178,23.413224,1.148000,0.897773
6,4,0,6.921178,23.413224,2.224000,1.503737
6,4,0,6.921178,23.413224,2.432000,1.365719
6,4,0,6.921178,23.413224,2.900000,1.645698
6,5,0,7.573453,26.995508,0.546000,0.454071
6,5,0,7.573453,26.995508,1.086000,0.879312
6,5,0,7.573453,26.995508,1.972000,0.929764
6,5,0,7.573453,26.995508,2.396000,1.298547
6,5,0,7.573453,26.995508,2.792000,1.479935
6,5,0,7.573453,26.995508,2.900000,1.131574
6,6,1,8.250592,30.000000,1.450000,1.833720
6,6,1,8.250592,30.000000,2.512000,1.822693
6,6,1,8.250592,30.000000,2.900000,1.441174
7,0,0,5.557395,0.000000,0.716000,0.851252
7,0,0,5.557395,0.000000,1.610000,1.656667
7,0,0,5.557395,0.000000,2.326000,1.224493
7,0,0,5.557395,0.000000,2.900000,0.980576
7,1,1,5.993916,6.586776,1.788000,1.101924
7,1,1,5.993916,6.586776,2.218000,2.656154
7,1,1,5.993916,6.586776,2.772000,1.621013
7,1,1,5.993916,6.586776,2.898000,1.400932
7,2,0,6.498463,12.216349,0.658000,0.849775
7,2,0,6.498463,12.216349,1.188000,0.968771
7,2,0,6.498463,12.216349,2.452000,1.268363
7,2,0,6.498463,12.216349,2.530000,2.066339
7,2,0,6.498463,12.216349,2.900000,1.023370
7,3,0,7.056459,16.996088,0.576000,0.627868
7,3,0,7.056459,16.996088,1.206000,0.938578
7,3,0,7.056459,16.996088,2.010000,1.150016
7,3,0,7.056459,16.996088,2.668000,1.914545
7,3,0,7.056459,16.996088,2.798000,1.601256
7,3,0,7.056459,16.996088,2.898000,1.058479
7,4,1,7.656226,21.051724,1.502000,0.790192
7,4,1,7.656226,21.051724,1.616000,1.202518
7,4,1,7.656226,21.051724,2.534000,1.128846
7,4,1,7.656226,21.051724,2.740000,1.516219
7,4,1,7.656226,21.051724,2.900000,1.025468
7,5,0,8.288701,24.503633,0.506000,0.419279
7,5,0,8.288701,24.503633,0.972000,0.698066
7,5,0,8.288701,24.503633,1.910000,1.076734
7,5,0,8.288701,24.503633,2.160000,1.170029
7,5,0,8.288701,24.503633,2.782000,1.335765
7,5,0,8.288701,24.503633,2.814000,1.517964
7,5,0,8.288701,24.503633,2.898000,0.970268
7,6,0,8.946952,27.457076,0.462000,0.431138
7,6,0,8.946952,27.457076,0.924000,0.629421
7,6,0,8.946952,27.457076,1.722000,0.761610
7,6,0,8.946952,27.457076,2.118000,0.906001
7,6,0,8.946952,27.457076,2.590000,1.182580
7,6,0,8.946952,27.457076,2.808000,1.366627
7,6,0,8.946952,27.457076,2.900000,1.021920
7,7,1,9.625691,30.000000,1.258000,1.444167
7,7,1,9.625691,30.000000,2.266000,1.754171
7,7,1,9.625691,30.000000,2.826000,2.059450
7,7,1,9.625691,30.000000,2.898000,0.931903
8,0,0,6.351309,0.000000,0.680000,0.911003
8,0,0,6.351309,0.000000,1.200000,0.902409
8,0,0,6.351309,0.000000,2.458000,1.237589
8,0,0,6.351309,0.000000,2.898000,42.370229
8,1,0,6.783201,5.817526,0.592000,0.598172
8,1,0,6.783201,5.817526,1.298000,1.327781
8,1,0,6.783201,5.817526,2.028000,1.090390
8,1,0,6.783201,5.817526,2.800000,1.258039
8,1,0,6.783201,5.817526,2.900000,1.972895
8,2,1,7.276338,10.893395,1.532000,0.886460
8,2,1,7.276338,10.893395,1.792000,1.394080
8,2,1,7.276338,10.893395,2.546000,1.259048
8,2,1,7.276338,10.893395,2.900000,1.844187
8,3,0,7.819142,15.295344,0.542000,0.568952
8,3,0,7.819142,15.295344,1.008000,0.735333
8,3,0,7.819142,15.295344,2.128000,1.207714
8,3,0,7.819142,15.295344,2.186000,1.253091
8,3,0,7.819142,15.295344,2.818000,1.248437
8,3,0,7.819142,15.295344,2.900000,1.303121
8,4,0,8.401992,19.106605,0.488000,0.381142
8,4,0,8.401992,19.106605,1.006000,0.800181
8,4,0,8.401992,19.106605,1.760000,0.858651
8,4,0,8.401992,19.106605,2.340000,1.143425
8,4,0,8.401992,19.106605,2.604000,1.145590
8,4,0,8.401992,19.106605,2.900000,1.484503
8,5,1,9.017125,22.410911,1.304000,0.607371
8,5,1,9.017125,22.410911,1.378000,0.999842
8,5,1,9.017125,22.410911,2.296000,0.972601
8,5,1,9.017125,22.410911,2.476000,1.221805
8,5,1,9.017125,22.410911,2.832000,1.043226
8,5,1,9.017125,22.410911,2.900000,1.109815
8,6,0,9.658376,25.284996,0.434000,0.325910
8,6,0,9.658376,25.284996,0.842000,0.594362
8,6,0,9.658376,25.284996,1.664000,0.896724
8,6,0,9.658376,25.284996,1.926000,0.944763
8,6,0,9.658376,25.284996,2.568000,1.005989
8,6,0,9.658376,25.284996,2.648000,1.040840
8,6,0,9.658376,25.284996,2.900000,1.316828
8,7,0,10.320877,27.795772,0.402000,0.379034
8,7,0,10.320877,27.795772,0.802000,0.546514
8,7,0,10.320877,27.795772,1.522000,0.780104
8,7,0,10.320877,27.795772,1.882000,0.882355
8,7,0,10.320877,27.795772,2.378000,1.016339
8,7,0,10.320877,27.795772,2.632000,1.192634
8,7,0,10.320877,27.795772,2.840000,1.224367
8,7,0,10.320877,27.795772,2.900000,1.014576
8,8,1,11.000790,30.000000,1.110000,1.018856
8,8,1,11.000790,30.000000,2.050000,1.577076
8,8,1,11.000790,30.000000,2.678000,1.744956
8,8,1,11.000790,30.000000,2.900000,1.216507
9,0,1,7.145222,0.000000,1.542000,0.863256
9,0,1,7.145222,0.000000,1.892000,2.052462
9,0,1,7.145222,0.000000,2.550000,1.265600
9,0,1,7.145222,0.000000,2.900000,0.861983
9,1,0,7.573453,5.208719,0.566000,0.647472
9,1,0,7.573453,5.208719,1.026000,0.739967
9,1,0,7.573453,5.208719,2.200000,0.794024
9,1,0,7.573453,5.208719,2.358000,2.600697
9,1,0,7.573453,5.208719,2.820000,1.434288
9,1,0,7.573453,5.208719,2.898000,1.311761
9,2,0,8.057343,9.826430,0.504000,0.400832
9,2,0,8.057343,9.826430,1.078000,0.821988
9,2,0,8.057343,9.826430,1.784000,0.917962
9,2,0,8.057343,9.826430,2.598000,2.106908
9,2,0,8.057343,9.826430,2.614000,1.450899
9,2,0,8.057343,9.826430,2.900000,0.931511
9,3,1,8.587489,13.897886,1.334000,0.755352
9,3,1,8.587489,13.897886,1.500000,1.158983
9,3,1,8.587489,13.897886,2.316000,0.846460
9,3,1,8.587489,13.897886,2.706000,1.664316
9,3,1,8.587489,13.897886,2.834000,1.321071
9,3,1,8.587489,13.897886,2.898000,1.011726
9,4,0,9.155858,17.480170,0.462000,0.435212
9,4,0,9.155858,17.480170,0.872000,0.600155
9,4,0,9.155858,17.480170,1.822000,1.137712
9,4,0,9.155858,17.480170,1.956000,1.000590
9,4,0,9.155858,17.480170,2.658000,0.907189
9,4,0,9.155858,17.480170,2.764000,1.612669
9,4,0,9.155858,17.480170,2.900000,0.950909
9,5,0,9.755774,20.633001,0.422000,0.345037
9,5,0,9.755774,20.633001,0.864000,0.665828
9,5,0,9.755774,20.633001,1.560000,0.795451
9,5,0,9.755774,20.633001,2.056000,1.015528
9,5,0,9.755774,20.633001,2.398000,0.948386
9,5,0,9.755774,20.633001,2.798000,1.396002
9,5,0,9.755774,20.633001,2.842000,1.323264
9,5,0,9.755774,20.633001,2.898000,0.937196
9,6,1,10.381768,23.413224,1.148000,0.590629
9,6,1,10.381768,23.413224,1.200000,0.741353
9,6,1,10.381768,23.413224,2.082000,0.801818
9,6,1,10.381768,23.413224,2.224000,1.131308
9,6,1,10.381768,23.413224,2.690000,1.031409
9,6,1,10.381768,23.413224,2.820000,1.309198
9,6,1,10.381768,23.413224,2.900000,0.956047
9,7,0,11.029400,25.872190,0.378000,0.318391
9,7,0,11.029400,25.872190,0.742000,0.513056
9,7,0,11.029400,25.872190,1.472000,0.649980
9,7,0,11.029400,25.872190,1.730000,0.767934
9,7,0,11.029400,25.872190,2.348000,0.888361
9,7,0,11.029400,25.872190,2.462000,1.029410
9,7,0,11.029400,25.872190,2.836000,1.246345
9,7,0,11.029400,25.872190,2.850000,1.429462
9,7,0,11.029400,25.872190,2.898000,0.904034
9,8,0,11.695078,28.054881,0.356000,0.239593
9,8,0,11.695078,28.054881,0.710000,0.430178
9,8,0,11.695078,28.054881,1.362000,0.516524
9,8,0,11.695078,28.054881,1.690000,0.645655
9,8,0,11.695078,28.054881,2.180000,0.833907
9,8,0,11.695078,28.054881,2.440000,0.997265
9,8,0,11.695078,28.054881,2.714000,1.026826
9,8,0,11.695078,28.054881,2.848000,1.048607
9,8,0,11.695078,28.054881,2.900000,0.960704
9,9,1,12.375888,30.000000,0.992000,0.893888
9,9,1,12.375888,30.000000,1.864000,1.416548
9,9,1,12.375888,30.000000,2.512000,1.301871
9,9,1,12.375888,30.000000,2.856000,1.773809
9,9,1,12.375888,30.000000,2.898000,0.893888
10,0,0,7.939136,0.000000,0.508000,0.474409
10,0,0,7.939136,0.000000,1.108000,0.907565
10,0,0,7.939136,0.000000,1.792000,0.941943
10,0,0,7.939136,0.000000,2.616000,1.097787
10,0,0,7.939136,0.000000,2.898000,33.969522
10,1,1,8.364399,4.715004,1.350000,0.647155
10,1,1,8.364399,4.715004,1.594000,1.457458
10,1,1,8.364399,4.715004,2.324000,1.018045
10,1,1,8.364399,4.715004,2.834000,1.082217
10,1,1,8.364399,4.715004,2.900000,1.851189
10,2,0,8.840648,8.948276,0.482000,0.507328
10,2,0,8.840648,8.948276,0.892000,0.547461
10,2,0,8.840648,8.948276,1.974000,0.697704
10,2,0,8.840648,8.948276,1.982000,1.747348
10,2,0,8.840648,8.948276,2.662000,1.047586
10,2,0,8.840648,8.948276,2.900000,1.683546
10,3,0,9.360103,12.730528,0.436000,0.419884
10,3,0,9.360103,12.730528,0.918000,0.732853
10,3,0,9.360103,12.730528,1.584000,0.732853
10,3,0,9.360103,12.730528,2.250000,1.427799
10,3,0,9.360103,12.730528,2.412000,1.056513
10,3,0,9.360103,12.730528,2.844000,1.104139
10,3,0,9.360103,12.730528,2.900000,1.260623
10,4,1,9.915978,16.102114,1.178000,0.544058
10,4,1,9.915978,16.102114,1.290000,0.932146
10,4,1,9.915978,16.102114,2.106000,0.731221
10,4,1,9.915978,16.102114,2.422000,1.084446
10,4,1,9.915978,16.102114,2.696000,1.053252
10,4,1,9.915978,16.102114,2.900000,1.376200
10,5,0,10.502490,19.106605,0.402000,0.297983
10,5,0,10.502490,19.106605,0.768000,0.526668
10,5,0,10.502490,19.106605,1.590000,0.904345
10,5,0,10.502490,19.106605,1.760000,0.767480
10,5,0,10.502490,19.106605,2.478000,0.796932
10,5,0,10.502490,19.106605,2.532000,1.272493
10,5,0,10.502490,19.106605,2.852000,1.143425
10,5,0,10.502490,19.106605,2.900000,1.093183
10,6,0,11.114791,21.786789,0.372000,0.251283
10,6,0,11.114791,21.786789,0.756000,0.512388
10,6,0,11.114791,21.786789,1.396000,0.663813
10,6,0,11.114791,21.786789,1.824000,0.886448
10,6,0,11.114791,21.786789,2.206000,0.739934
10,6,0,11.114791,21.786789,2.610000,0.991217
10,6,0,11.114791,21.786789,2.722000,1.096805
10,6,0,11.114791,21.786789,2.900000,1.233496
10,7,1,11.748849,24.182474,1.026000,0.439824
10,7,1,11.748849,24.182474,1.062000,0.600886
10,7,1,11.748849,24.182474,1.896000,0.694581
10,7,1,11.748849,24.182474,2.006000,0.957856
10,7,1,11.748849,24.182474,2.528000,0.791373
10,7,1,11.748849,24.182474,2.664000,1.072458
10,7,1,11.748849,24.182474,2.858000,1.119693
10,7,1,11.748849,24.182474,2.900000,1.008188
10,8,0,12.401327,26.329503,0.336000,0.268497
10,8,0,12.401327,26.329503,0.662000,0.415216
10,8,0,12.401327,26.329503,1.316000,0.592747
10,8,0,12.401327,26.329503,1.568000,0.553866
10,8,0,12.401327,26.329503,2.146000,0.808424
10,8,0,12.401327,26.329503,2.284000,0.764408
10,8,0,12.401327,26.329503,2.704000,0.992557
10,8,0,12.401327,26.329503,2.742000,1.137076
10,8,0,12.401327,26.329503,2.900000,1.148813
10,9,0,13.069467,28.259497,0.318000,0.265908
10,9,0,13.069467,28.259497,0.636000,0.398862
10,9,0,13.069467,28.259497,1.230000,0.493531
10,9,0,13.069467,28.259497,1.528000,0.634838
10,9,0,13.069467,28.259497,2.004000,0.727418
10,9,0,13.069467,28.259497,2.258000,0.810254
10,9,0,13.069467,28.259497,2.566000,0.868725
10,9,0,13.069467,28.259497,2.734000,1.043445
10,9,0,13.069467,28.259497,2.862000,1.113055
10,9,0,13.069467,28.259497,2.900000,0.962698
10,9,0,13.069467,28.259497,2.976000,1.061544
10,10,1,13.750987,30.000000,0.896000,0.879259
10,10,1,13.750987,30.000000,1.704000,1.182270
10,10,1,13.750987,30.000000,2.346000,1.452200
10,10,1,13.750987,30.000000,2.758000,1.651340
10,10,1,13.750987,30.000000,2.900000,1.094939
11,0,0,8.733050,0.000000,0.490000,0.533372
11,0,0,8.733050,0.000000,0.898000,0.645880
11,0,0,8.733050,0.000000,1.978000,0.791723
11,0,0,8.733050,0.000000,2.074000,2.062648
11,0,0,8.733050,0.000000,2.664000,1.060493
11,0,0,8.733050,0.000000,2.900000,0.790682
11,1,0,9.155858,4.306619,0.444000,0.357709
11,1,0,9.155858,4.306619,0.952000,0.793914
11,1,0,9.155858,4.306619,1.598000,0.642882
11,1,0,9.155858,4.306619,2.418000,0.868437
11,1,0,9.155858,4.306619,2.450000,2.502966
11,1,0,9.155858,4.306619,2.846000,1.256948
11,1,0,9.155858,4.306619,2.898000,1.248005
11,2,1,9.625691,8.213211,1.194000,0.581258
11,2,1,9.625691,8.213211,1.366000,1.069893
11,2,1,9.625691,8.213211,2.118000,0.847786
11,2,1,9.625691,8.213211,2.646000,1.520723
11,2,1,9.625691,8.213211,2.700000,1.233402
11,2,1,9.625691,8.213211,2.900000,0.875195
11,3,0,10.136010,11.741531,0.418000,0.389537
11,3,0,10.136010,11.741531,0.786000,0.526862
11,3,0,10.136010,11.741531,1.708000,1.056417
11,3,0,10.136010,11.741531,1.780000,0.841902
11,3,0,10.136010,11.741531,2.488000,0.757533
11,3,0,10.136010,11.741531,2.734000,1.622771
11,3,0,10.136010,11.741531,2.854000,1.143479
11,3,0,10.136010,11.741531,2.898000,0.987305
11,4,0,10.681015,14.920862,0.384000,0.337294
11,4,0,10.681015,14.920862,0.800000,0.540863
11,4,0,10.681015,14.920862,1.420000,0.614965
11,4,0,10.681015,14.920862,1.972000,0.952259
11,4,0,10.681015,14.920862,2.222000,0.884971
11,4,0,10.681015,14.920862,2.728000,0.840680
11,4,0,10.681015,14.920862,2.782000,1.553596
11,4,0,10.681015,14.920862,2.900000,0.902857
11,5,1,11.255668,17.783651,1.052000,0.553663
11,5,1,11.255668,17.783651,1.130000,0.698342
11,5,1,11.255668,17.783651,1.922000,0.589226
11,5,1,11.255668,17.783651,2.164000,1.091968
11,5,1,11.255668,17.783651,2.538000,0.893943
11,5,1,11.255668,17.783651,2.812000,1.151780
11,5,1,11.255668,17.783651,2.860000,1.112175
11,5,1,11.255668,17.783651,2.898000,0.922232
11,6,0,11.855658,20.362597,0.354000,0.303875
11,6,0,11.855658,20.362597,0.684000,0.410539
11,6,0,11.855658,20.362597,1.410000,0.575521
11,6,0,11.855658,20.362597,1.596000,0.676813
11,6,0,11.855658,20.362597,2.306000,1.194015
11,6,0,11.855658,20.362597,2.748000,0.910859
11,6,0,11.855658,20.362597,2.830000,1.339814
11,6,0,11.855658,20.362597,2.900000,0.919299
11,7,0,12.477332,22.688889,0.332000,0.226030
11,7,0,12.477332,22.688889,0.672000,0.416332
11,7,0,12.477332,22.688889,1.262000,0.451331
11,7,0,12.477332,22.688889,1.636000,0.736420
11,7,0,12.477332,22.688889,2.030000,0.711630
11,7,0,12.477332,22.688889,2.410000,1.003281
11,7,0,12.477332,22.688889,2.578000,0.885162
11,7,0,12.477332,22.688889,2.844000,1.030988
11,7,0,12.477332,22.688889,2.864000,1.240248
11,7,0,12.477332,22.688889,2.898000,0.897557
11,8,1,13.117606,24.791281,0.926000,0.355092
11,8,1,13.117606,24.791281,0.952000,0.538880
11,8,1,13.117606,24.791281,1.736000,0.632508
11,8,1,13.117606,24.791281,1.822000,0.657476
11,8,1,13.117606,24.791281,2.366000,0.826006
11,8,1,13.117606,24.791281,2.490000,0.827393
11,8,1,13.117606,24.791281,2.764000,0.921714
11,8,1,13.117606,24.791281,2.852000,1.146421
11,8,1,13.117606,24.791281,2.900000,0.922408
11,8,1,13.117606,24.791281,2.978000,1.021584
11,9,0,13.773886,26.695695,0.304000,0.197488
11,9,0,13.773886,26.695695,0.598000,0.364593
11,9,0,13.773886,26.695695,1.190000,0.511223
11,9,0,13.773886,26.695695,1.430000,0.549532
11,9,0,13.773886,26.695695,1.970000,0.739094
11,9,0,13.773886,26.695695,2.120000,0.642001
11,9,0,13.773886,26.695695,2.550000,0.885063
11,9,0,13.773886,26.695695,2.612000,0.832223
11,9,0,13.773886,26.695695,2.860000,1.122181
11,9,0,13.773886,26.695695,2.868000,1.198138
11,9,0,13.773886,26.695695,2.898000,0.881100
11,10,0,14.443992,28.425171,0.288000,0.231156
11,10,0,14.443992,28.425171,0.576000,0.339490
11,10,0,14.443992,28.425171,1.120000,0.486876
11,10,0,14.443992,28.425171,1.394000,0.561198
11,10,0,14.443992,28.425171,1.850000,0.674572
11,10,0,14.443992,28.425171,2.092000,0.780387
11,10,0,14.443992,28.425171,2.418000,0.666384
11,10,0,14.443992,28.425171,2.598000,0.867936
11,10,0,14.443992,28.425171,2.776000,0.937850
11,10,0,14.443992,28.425171,2.866000,1.116728
11,10,0,14.443992,28.425171,2.900000,0.931551
11,10,0,14.443992,28.425171,2.962000,1.012802
11,11,1,15.126086,30.000000,0.816000,0.708508
11,11,1,15.126086,30.000000,1.568000,0.949088
11,11,1,15.126086,30.000000,2.192000,1.066370
11,11,1,15.126086,30.000000,2.638000,1.352059
11,11,1,15.126086,30.000000,2.870000,1.638950
11,11,1,15.126086,30.000000,2.898000,0.879319
12,0,1,9.526963,0.000000,1.200000,0.588237
12,0,1,9.526963,0.000000,1.398000,1.115358
12,0,1,9.526963,0.000000,2.122000,0.832699
12,0,1,9.526963,0.000000,2.702000,0.962569
12,0,1,9.526963,0.000000,2.898000,28.374780
12,1,0,9.947709,3.963235,0.428000,0.407885
12,1,0,9.947709,3.963235,0.796000,0.481963
12,1,0,9.947709,3.963235,1.790000,0.689563
12,1,0,9.947709,3.963235,1.798000,1.601360
12,1,0,9.947709,3.963235,2.492000,0.949293
12,1,0,9.947709,3.963235,2.854000,1.037089
12,1,0,9.947709,3.963235,2.900000,1.755917
12,2,0,10.412079,7.589089,0.392000,0.361734
12,2,0,10.412079,7.589089,0.832000,0.515514
12,2,0,10.412079,7.589089,1.436000,0.671042
12,2,0,10.412079,7.589089,2.118000,1.518582
12,2,0,10.412079,7.589089,2.232000,0.966370
12,2,0,10.412079,7.589089,2.730000,1.011805
12,2,0,10.412079,7.589089,2.900000,1.563143
12,3,1,10.914508,10.893395,1.070000,0.520123
12,3,1,10.914508,10.893395,1.192000,0.825196
12,3,1,10.914508,10.893395,1.936000,0.707668
12,3,1,10.914508,10.893395,2.338000,1.345319
12,3,1,10.914508,10.893395,2.546000,0.982733
12,3,1,10.914508,10.893395,2.860000,1.066086
12,3,1,10.914508,10.893395,2.900000,1.230292
12,4,0,11.449985,13.897886,0.370000,0.296367
12,4,0,11.449985,13.897886,0.702000,0.461633
12,4,0,11.449985,13.897886,1.500000,0.848579
12,4,0,11.449985,13.897886,1.618000,0.716684
12,4,0,11.449985,13.897886,2.316000,0.675367
12,4,0,11.449985,13.897886,2.482000,1.341994
12,4,0,11.449985,13.897886,2.752000,0.898635
12,4,0,11.449985,13.897886,2.900000,1.292732
12,5,0,12.014093,16.627174,0.342000,0.286238
12,5,0,12.014093,16.627174,0.708000,0.433143
12,5,0,12.014093,16.627174,1.286000,0.464947
12,5,0,12.014093,16.627174,1.750000,0.851898
12,5,0,12.014093,16.627174,2.050000,0.770873
12,5,0,12.014093,16.627174,2.576000,1.134349
12,5,0,12.014093,16.627174,2.588000,1.127534
12,5,0,12.014093,16.627174,2.864000,1.024549
12,5,0,12.014093,16.627174,2.900000,1.076041
12,6,1,12.602988,19.106605,0.948000,0.430950
12,6,1,12.602988,19.106605,1.006000,0.606362
12,6,1,12.602988,19.106605,1.760000,0.606362
12,6,1,12.602988,19.106605,1.948000,0.902324
12,6,1,12.602988,19.106605,2.380000,0.799098
12,6,1,12.602988,19.106605,2.642000,1.161471
12,6,1,12.602988,19.106605,2.768000,1.030093
12,6,1,12.602988,19.106605,2.900000,1.173021
12,7,0,13.213356,21.360878,0.318000,0.267143
12,7,0,13.213356,21.360878,0.618000,0.354585
12,7,0,13.213356,21.360878,1.264000,0.603827
12,7,0,13.213356,21.360878,1.458000,0.569401
12,7,0,13.213356,21.360878,2.102000,0.812446
12,7,0,13.213356,21.360878,2.140000,0.849626
12,7,0,13.213356,21.360878,2.620000,0.835167
12,7,0,13.213356,21.360878,2.688000,1.104376
12,7,0,13.213356,21.360878,2.868000,1.039656
12,7,0,13.213356,21.360878,2.900000,1.005230
12,7,0,13.213356,21.360878,2.982000,0.983198
12,8,0,13.842357,23.413224,0.300000,0.182709
12,8,0,13.842357,23.413224,0.606000,0.391050
12,8,0,13.842357,23.413224,1.148000,0.475176
12,8,0,13.842357,23.413224,1.482000,0.657228
12,8,0,13.842357,23.413224,1.876000,0.648684
12,8,0,13.842357,23.413224,2.224000,0.864254
12,8,0,13.842357,23.413224,2.432000,0.793931
12,8,0,13.842357,23.413224,2.724000,0.899087
12,8,0,13.842357,23.413224,2.782000,0.884628
12,8,0,13.842357,23.413224,2.900000,1.098885
12,9,1,14.487564,25.284996,0.842000,0.393102
12,9,1,14.487564,25.284996,0.862000,0.531880
12,9,1,14.487564,25.284996,1.598000,0.578977
12,9,1,14.487564,25.284996,1.664000,0.705197
12,9,1,14.487564,25.284996,2.214000,0.617911
12,9,1,14.487564,25.284996,2.320000,0.881653
12,9,1,14.487564,25.284996,2.648000,0.727803
12,9,1,14.487564,25.284996,2.750000,1.040526
12,9,1,14.487564,25.284996,2.872000,0.935657
12,9,1,14.487564,25.284996,2.900000,0.960776
12,9,1,14.487564,25.284996,2.964000,0.896724
12,10,0,15.146906,26.995508,0.276000,0.209017
12,10,0,15.146906,26.995508,0.546000,0.254664
12,10,0,15.146906,26.995508,1.086000,0.464282
12,10,0,15.146906,26.995508,1.312000,0.501520
12,10,0,15.146906,26.995508,1.816000,0.643267
12,10,0,15.146906,26.995508,1.972000,0.583205
12,10,0,15.146906,26.995508,2.396000,0.750178
12,10,0,15.146906,26.995508,2.476000,0.759788
12,10,0,15.146906,26.995508,2.770000,0.913548
12,10,0,15.146906,26.995508,2.792000,1.076316
12,10,0,15.146906,26.995508,2.900000,1.052892
12,11,0,15.818617,28.562053,0.264000,0.150681
12,11,0,15.818617,28.562053,0.526000,0.311714
12,11,0,15.818617,28.562053,1.028000,0.430189
12,11,0,15.818617,28.562053,1.282000,0.426738
12,11,0,15.818617,28.562053,1.714000,0.581445
12,11,0,15.818617,28.562053,1.944000,0.605025
12,11,0,15.818617,28.562053,2.274000,0.725224
12,11,0,15.818617,28.562053,2.460000,0.760882
12,11,0,15.818617,28.562053,2.670000,0.742478
12,11,0,15.818617,28.562053,2.788000,0.850600
12,11,0,15.818617,28.562053,2.874000,1.058793
12,11,0,15.818617,28.562053,2.900000,0.934568
12,11,0,15.818617,28.562053,2.952000,0.909262
12,12,1,16.501184,30.000000,0.750000,0.651119
12,12,1,16.501184,30.000000,1.450000,0.969788
12,12,1,16.501184,30.000000,2.050000,1.112030
12,12,1,16.501184,30.000000,2.512000,1.043666
12,12,1,16.501184,30.000000,2.800000,1.363436
12,12,1,16.501184,30.000000,2.900000,1.017202
13,0,0,10.320877,0.000000,0.394000,0.340249
13,0,0,10.320877,0.000000,0.842000,0.632898
13,0,0,10.320877,0.000000,1.442000,0.523595
13,0,0,10.320877,0.000000,2.200000,1.844043
13,0,0,10.320877,0.000000,2.236000,1.041902
13,0,0,10.320877,0.000000,2.732000,0.847978
13,0,0,10.320877,0.000000,2.900000,0.748371
13,1,1,10.739864,3.670497,1.078000,0.511639
