n,m,is_metal,diameter,chiral_angle,peakposition,peakhight
30,23,0,36.545905,25.639417,2.860000,0.676109
30,23,0,36.545905,25.639417,2.876000,0.824724
30,23,0,36.545905,25.639417,2.908000,0.869781
30,23,0,36.545905,25.639417,2.990000,0.644743
30,24,1,37.203981,26.329503,0.336000,0.162125
30,24,1,37.203981,26.329503,0.662000,0.158702
30,24,1,37.203981,26.329503,0.672000,0.218857
30,24,1,37.203981,26.329503,0.980000,0.212254
30,24,1,37.203981,26.329503,1.000000,0.261161
30,24,1,37.203981,26.329503,1.282000,0.253580
30,24,1,37.203981,26.329503,1.316000,0.295884
30,24,1,37.203981,26.329503,1.568000,0.257248
30,24,1,37.203981,26.329503,1.616000,0.342590
30,24,1,37.203981,26.329503,1.830000,0.335498
30,24,1,37.203981,26.329503,1.894000,0.380737
30,24,1,37.203981,26.329503,2.070000,0.387584
30,24,1,37.203981,26.329503,2.146000,0.425731
30,24,1,37.203981,26.329503,2.284000,0.397365
30,24,1,37.203981,26.329503,2.368000,0.491021
30,24,1,37.203981,26.329503,2.468000,0.463144
30,24,1,37.203981,26.329503,2.554000,0.524033
30,24,1,37.203981,26.329503,2.620000,0.530880
30,24,1,37.203981,26.329503,2.704000,0.581498
30,24,1,37.203981,26.329503,2.742000,0.625269
30,24,1,37.203981,26.329503,2.812000,0.677355
30,24,1,37.203981,26.329503,2.830000,0.673442
30,24,1,37.203981,26.329503,2.900000,0.866134
30,24,1,37.203981,26.329503,2.938000,0.703520
30,25,0,37.867266,26.995508,0.110000,0.055017
30,25,0,37.867266,26.995508,0.220000,0.080243
30,25,0,37.867266,26.995508,0.440000,0.121806
30,25,0,37.867266,26.995508,0.546000,0.126131
30,25,0,37.867266,26.995508,0.768000,0.190998
30,25,0,37.867266,26.995508,0.862000,0.209738
30,25,0,37.867266,26.995508,1.086000,0.233762
30,25,0,37.867266,26.995508,1.166000,0.254184
30,25,0,37.867266,26.995508,1.392000,0.288780
30,25,0,37.867266,26.995508,1.454000,0.294786
30,25,0,37.867266,26.995508,1.680000,0.330823
30,25,0,37.867266,26.995508,1.724000,0.357010
30,25,0,37.867266,26.995508,1.946000,0.368542
30,25,0,37.867266,26.995508,1.972000,0.371906
30,25,0,37.867266,26.995508,2.186000,0.409625
30,25,0,37.867266,26.995508,2.194000,0.477375
30,25,0,37.867266,26.995508,2.388000,0.436533
30,25,0,37.867266,26.995508,2.396000,0.539359
30,25,0,37.867266,26.995508,2.554000,0.489628
30,25,0,37.867266,26.995508,2.574000,0.583565
30,25,0,37.867266,26.995508,2.690000,0.524704
30,25,0,37.867266,26.995508,2.714000,0.621044
30,25,0,37.867266,26.995508,2.792000,0.633537
30,25,0,37.867266,26.995508,2.816000,0.687833
30,25,0,37.867266,26.995508,2.860000,0.713300
30,25,0,37.867266,26.995508,2.878000,0.804114
30,25,0,37.867266,26.995508,2.908000,0.819730
30,25,0,37.867266,26.995508,2.982000,0.688554
30,26,0,38.535490,27.638500,0.108000,0.053827
30,26,0,38.535490,27.638500,0.216000,0.082629
30,26,0,38.535490,27.638500,0.430000,0.122291
30,26,0,38.535490,27.638500,0.540000,0.148260
30,26,0,38.535490,27.638500,0.746000,0.181076
30,26,0,38.535490,27.638500,0.858000,0.196893
30,26,0,38.535490,27.638500,1.050000,0.213891
30,26,0,38.535490,27.638500,1.168000,0.264413
30,26,0,38.535490,27.638500,1.342000,0.270787
30,26,0,38.535490,27.638500,1.462000,0.294632
30,26,0,38.535490,27.638500,1.616000,0.315643
30,26,0,38.535490,27.638500,1.740000,0.323434
30,26,0,38.535490,27.638500,1.870000,0.364276
30,26,0,38.535490,27.638500,1.994000,0.386232
30,26,0,38.535490,27.638500,2.100000,0.397564
30,26,0,38.535490,27.638500,2.224000,0.408660
30,26,0,38.535490,27.638500,2.306000,0.442420
30,26,0,38.535490,27.638500,2.424000,0.455877
30,26,0,38.535490,27.638500,2.484000,0.449738
30,26,0,38.535490,27.638500,2.592000,0.500496
30,26,0,38.535490,27.638500,2.630000,0.544644
30,26,0,38.535490,27.638500,2.724000,0.578168
30,26,0,38.535490,27.638500,2.748000,0.612400
30,26,0,38.535490,27.638500,2.822000,0.631286
30,26,0,38.535490,27.638500,2.832000,0.742481
30,26,0,38.535490,27.638500,2.882000,0.909156
30,26,0,38.535490,27.638500,2.900000,0.864064
30,26,0,38.535490,27.638500,2.934000,0.758063
30,27,1,39.208402,28.259497,0.318000,0.178432
30,27,1,39.208402,28.259497,0.636000,0.212077
30,27,1,39.208402,28.259497,0.936000,0.194906
30,27,1,39.208402,28.259497,0.946000,0.236904
30,27,1,39.208402,28.259497,1.230000,0.221590
30,27,1,39.208402,28.259497,1.244000,0.296536
30,27,1,39.208402,28.259497,1.508000,0.246417
30,27,1,39.208402,28.259497,1.528000,0.329253
30,27,1,39.208402,28.259497,1.766000,0.321363
30,27,1,39.208402,28.259497,1.794000,0.367538
30,27,1,39.208402,28.259497,2.004000,0.361505
30,27,1,39.208402,28.259497,2.038000,0.407215
30,27,1,39.208402,28.259497,2.218000,0.398630
30,27,1,39.208402,28.259497,2.258000,0.445268
30,27,1,39.208402,28.259497,2.406000,0.442252
30,27,1,39.208402,28.259497,2.448000,0.509077
30,27,1,39.208402,28.259497,2.566000,0.493067
30,27,1,39.208402,28.259497,2.608000,0.539009
30,27,1,39.208402,28.259497,2.696000,0.548754
30,27,1,39.208402,28.259497,2.734000,0.620452
30,27,1,39.208402,28.259497,2.796000,0.627413
30,27,1,39.208402,28.259497,2.826000,0.683332
30,27,1,39.208402,28.259497,2.862000,0.730435
30,27,1,39.208402,28.259497,2.882000,0.759439
30,27,1,39.208402,28.259497,2.908000,0.770344
30,27,1,39.208402,28.259497,2.976000,0.681940
30,28,0,39.885765,28.859470,0.104000,0.049268
30,28,0,39.885765,28.859470,0.208000,0.078007
30,28,0,39.885765,28.859470,0.418000,0.113133
30,28,0,39.885765,28.859470,0.520000,0.125450
30,28,0,39.885765,28.859470,0.726000,0.166963
30,28,0,39.885765,28.859470,0.824000,0.174261
30,28,0,39.885765,28.859470,1.028000,0.206194
30,28,0,39.885765,28.859470,1.118000,0.213493
30,28,0,39.885765,28.859470,1.316000,0.251812
30,28,0,39.885765,28.859470,1.398000,0.292413
30,28,0,39.885765,28.859470,1.592000,0.261392
30,28,0,39.885765,28.859470,1.662000,0.337575
30,28,0,39.885765,28.859470,1.846000,0.340996
30,28,0,39.885765,28.859470,1.906000,0.373841
30,28,0,39.885765,28.859470,2.080000,0.388667
30,28,0,39.885765,28.859470,2.128000,0.413301
30,28,0,39.885765,28.859470,2.290000,0.384789
30,28,0,39.885765,28.859470,2.326000,0.460744
30,28,0,39.885765,28.859470,2.470000,0.466218
30,28,0,39.885765,28.859470,2.498000,0.507502
30,28,0,39.885765,28.859470,2.622000,0.522100
30,28,0,39.885765,28.859470,2.640000,0.581176
30,28,0,39.885765,28.859470,2.742000,0.579351
30,28,0,39.885765,28.859470,2.752000,0.650059
30,28,0,39.885765,28.859470,2.882000,0.976913
30,28,0,39.885765,28.859470,2.932000,0.730803
30,29,0,40.567354,29.439344,0.102000,0.046870
30,29,0,40.567354,29.439344,0.206000,0.069520
30,29,0,40.567354,29.439344,0.410000,0.118184
30,29,0,40.567354,29.439344,0.512000,0.140610
30,29,0,40.567354,29.439344,0.712000,0.167970
30,29,0,40.567354,29.439344,0.814000,0.165279
30,29,0,40.567354,29.439344,1.006000,0.215288
30,29,0,40.567354,29.439344,1.106000,0.215064
30,29,0,40.567354,29.439344,1.288000,0.252739
30,29,0,40.567354,29.439344,1.386000,0.246685
30,29,0,40.567354,29.439344,1.556000,0.300058
30,29,0,40.567354,29.439344,1.650000,0.296470
30,29,0,40.567354,29.439344,1.806000,0.340200
30,29,0,40.567354,29.439344,1.894000,0.350516
30,29,0,40.567354,29.439344,2.036000,0.358365
30,29,0,40.567354,29.439344,2.118000,0.394022
30,29,0,40.567354,29.439344,2.242000,0.416897
30,29,0,40.567354,29.439344,2.318000,0.441565
30,29,0,40.567354,29.439344,2.424000,0.471392
30,29,0,40.567354,29.439344,2.492000,0.504358
30,29,0,40.567354,29.439344,2.578000,0.512207
30,29,0,40.567354,29.439344,2.636000,0.546518
30,29,0,40.567354,29.439344,2.704000,0.575896
30,29,0,40.567354,29.439344,2.750000,0.601013
30,29,0,40.567354,29.439344,2.800000,0.592043
30,29,0,40.567354,29.439344,2.834000,0.631737
30,29,0,40.567354,29.439344,2.864000,0.697444
30,29,0,40.567354,29.439344,2.882000,0.793203
30,29,0,40.567354,29.439344,2.906000,0.862050
30,29,0,40.567354,29.439344,2.972000,0.610208
30,30,1,41.252961,30.000000,0.302000,0.161870
30,30,1,41.252961,30.000000,0.602000,0.246995
30,30,1,41.252961,30.000000,0.896000,0.334987
30,30,1,41.252961,30.000000,1.180000,0.322417
30,30,1,41.252961,30.000000,1.450000,0.457162
30,30,1,41.252961,30.000000,1.704000,0.489801
30,30,1,41.252961,30.000000,1.940000,0.541846
30,30,1,41.252961,30.000000,2.154000,0.563017
30,30,1,41.252961,30.000000,2.346000,0.648142
30,30,1,41.252961,30.000000,2.512000,0.590363
30,30,1,41.252961,30.000000,2.648000,0.706583
30,30,1,41.252961,30.000000,2.758000,0.813320
30,30,1,41.252961,30.000000,2.836000,0.867351
30,30,1,41.252961,30.000000,2.884000,1.005624
30,30,1,41.252961,30.000000,2.930000,0.716066
31,0,0,24.611322,0.000000,0.168000,0.100545
31,0,0,24.611322,0.000000,0.346000,0.147121
31,0,0,24.611322,0.000000,0.650000,0.217354
31,0,0,24.611322,0.000000,0.886000,0.278716
31,0,0,24.611322,0.000000,1.096000,0.306070
31,0,0,24.611322,0.000000,1.446000,0.517510
31,0,0,24.611322,0.000000,1.500000,0.397744
31,0,0,24.611322,0.000000,1.860000,0.399222
31,0,0,24.611322,0.000000,2.022000,0.696421
31,0,0,24.611322,0.000000,2.170000,0.476109
31,0,0,24.611322,0.000000,2.430000,0.489417
31,0,0,24.611322,0.000000,2.606000,1.525916
31,0,0,24.611322,0.000000,2.634000,0.840585
31,0,0,24.611322,0.000000,2.780000,0.683853
31,0,0,24.611322,0.000000,2.870000,0.737822
31,0,0,24.611322,0.000000,2.900000,0.650954
31,1,1,25.017728,1.574829,0.486000,0.141094
31,1,1,25.017728,1.574829,0.514000,0.248733
31,1,1,25.017728,1.574829,0.938000,0.212733
31,1,1,25.017728,1.574829,1.052000,0.399283
31,1,1,25.017728,1.574829,1.352000,0.274189
31,1,1,25.017728,1.574829,1.608000,0.487285
31,1,1,25.017728,1.574829,1.722000,0.397828
31,1,1,25.017728,1.574829,2.048000,0.412374
31,1,1,25.017728,1.574829,2.174000,0.889840
31,1,1,25.017728,1.574829,2.326000,0.468375
31,1,1,25.017728,1.574829,2.550000,0.542922
31,1,1,25.017728,1.574829,2.720000,0.557105
31,1,1,25.017728,1.574829,2.734000,1.510219
31,1,1,25.017728,1.574829,2.834000,0.818566
31,1,1,25.017728,1.574829,2.892000,1.204030
31,1,1,25.017728,1.574829,2.898000,1.040389
31,2,0,25.442423,3.098202,0.166000,0.083315
31,2,0,25.442423,3.098202,0.322000,0.136236
31,2,0,25.442423,3.098202,0.678000,0.244581
31,2,0,25.442423,3.098202,0.778000,0.244581
31,2,0,25.442423,3.098202,1.200000,0.286418
31,2,0,25.442423,3.098202,1.212000,0.477363
31,2,0,25.442423,3.098202,1.582000,0.347206
31,2,0,25.442423,3.098202,1.760000,0.641490
31,2,0,25.442423,3.098202,1.922000,0.402987
31,2,0,25.442423,3.098202,2.214000,0.441248
31,2,0,25.442423,3.098202,2.310000,0.973320
31,2,0,25.442423,3.098202,2.458000,0.567829
31,2,0,25.442423,3.098202,2.650000,0.581060
31,2,0,25.442423,3.098202,2.788000,0.605375
31,2,0,25.442423,3.098202,2.800000,1.503604
31,2,0,25.442423,3.098202,2.872000,0.853890
31,2,0,25.442423,3.098202,2.900000,0.760920
31,3,0,25.884506,4.570551,0.160000,0.082946
31,3,0,25.884506,4.570551,0.328000,0.163081
31,3,0,25.884506,4.570551,0.620000,0.205257
31,3,0,25.884506,4.570551,0.838000,0.292773
31,3,0,25.884506,4.570551,1.048000,0.284689
31,3,0,25.884506,4.570551,1.366000,0.466047
31,3,0,25.884506,4.570551,1.440000,0.321593
31,3,0,25.884506,4.570551,1.790000,0.370799
31,3,0,25.884506,4.570551,1.900000,0.643890
31,3,0,25.884506,4.570551,2.098000,0.465695
31,3,0,25.884506,4.570551,2.358000,0.461126
31,3,0,25.884506,4.570551,2.424000,0.807322
31,3,0,25.884506,4.570551,2.570000,0.585546
31,3,0,25.884506,4.570551,2.730000,0.593630
31,3,0,25.884506,4.570551,2.832000,1.294457
31,3,0,25.884506,4.570551,2.898000,0.920495
31,4,1,26.343102,5.992550,0.462000,0.161624
31,4,1,26.343102,5.992550,0.486000,0.218261
31,4,1,26.343102,5.992550,0.894000,0.222405
31,4,1,26.343102,5.992550,0.992000,0.332226
31,4,1,26.343102,5.992550,1.294000,0.304598
31,4,1,26.343102,5.992550,1.510000,0.470366
31,4,1,26.343102,5.992550,1.656000,0.389554
31,4,1,26.343102,5.992550,1.976000,0.394044
31,4,1,26.343102,5.992550,2.028000,0.715564
31,4,1,26.343102,5.992550,2.252000,0.457588
31,4,1,26.343102,5.992550,2.482000,0.479345
31,4,1,26.343102,5.992550,2.512000,0.999787
31,4,1,26.343102,5.992550,2.664000,0.617830
31,4,1,26.343102,5.992550,2.794000,0.637515
31,4,1,26.343102,5.992550,2.850000,1.182477
31,4,1,26.343102,5.992550,2.874000,0.852323
31,4,1,26.343102,5.992550,2.954000,0.957309
31,5,0,26.817363,7.365074,0.156000,0.088881
31,5,0,26.817363,7.365074,0.306000,0.140785
31,5,0,26.817363,7.365074,0.642000,0.182173
31,5,0,26.817363,7.365074,0.742000,0.232381
31,5,0,26.817363,7.365074,1.140000,0.353490
31,5,0,26.817363,7.365074,1.148000,0.398610
31,5,0,26.817363,7.365074,1.518000,0.321262
31,5,0,26.817363,7.365074,1.646000,0.543805
31,5,0,26.817363,7.365074,1.850000,0.381308
31,5,0,26.817363,7.365074,2.142000,0.780257
31,5,0,26.817363,7.365074,2.388000,0.491901
31,5,0,26.817363,7.365074,2.580000,0.850819
31,5,0,26.817363,7.365074,2.588000,0.769401
31,5,0,26.817363,7.365074,2.740000,0.636758
31,5,0,26.817363,7.365074,2.842000,0.692054
31,5,0,26.817363,7.365074,2.860000,1.176153
31,5,0,26.817363,7.365074,2.898000,0.892207
31,6,0,27.306474,8.689167,0.152000,0.071964
31,6,0,27.306474,8.689167,0.310000,0.146926
31,6,0,27.306474,8.689167,0.590000,0.187905
31,6,0,27.306474,8.689167,0.790000,0.275861
31,6,0,27.306474,8.689167,1.000000,0.250207
31,6,0,27.306474,8.689167,1.280000,0.390137
31,6,0,27.306474,8.689167,1.380000,0.297517
31,6,0,27.306474,8.689167,1.722000,0.353156
31,6,0,27.306474,8.689167,1.770000,0.583373
31,6,0,27.306474,8.689167,2.026000,0.428118
31,6,0,27.306474,8.689167,2.236000,0.692318
31,6,0,27.306474,8.689167,2.288000,0.525069
31,6,0,27.306474,8.689167,2.506000,0.466765
31,6,0,27.306474,8.689167,2.632000,0.735630
31,6,0,27.306474,8.689167,2.676000,0.653338
31,6,0,27.306474,8.689167,2.800000,0.664332
31,6,0,27.306474,8.689167,2.868000,1.097448
31,6,0,27.306474,8.689167,2.936000,0.900214
31,7,1,27.809650,9.966006,0.440000,0.121368
31,7,1,27.809650,9.966006,0.460000,0.181561
31,7,1,27.809650,9.966006,0.854000,0.209041
31,7,1,27.809650,9.966006,0.932000,0.300639
31,7,1,27.809650,9.966006,1.238000,0.279703
31,7,1,27.809650,9.966006,1.412000,0.441309
31,7,1,27.809650,9.966006,1.590000,0.349383
31,7,1,27.809650,9.966006,1.882000,0.553190
31,7,1,27.809650,9.966006,1.906000,0.463554
31,7,1,27.809650,9.966006,2.182000,0.398126
31,7,1,27.809650,9.966006,2.318000,0.722320
31,7,1,27.809650,9.966006,2.416000,0.474677
31,7,1,27.809650,9.966006,2.604000,0.526691
31,7,1,27.809650,9.966006,2.670000,0.845650
31,7,1,27.809650,9.966006,2.748000,0.654275
31,7,1,27.809650,9.966006,2.846000,0.641190
31,7,1,27.809650,9.966006,2.872000,1.045204
31,7,1,27.809650,9.966006,2.898000,0.884253
31,8,0,28.326143,11.196876,0.148000,0.086074
31,8,0,28.326143,11.196876,0.290000,0.126863
31,8,0,28.326143,11.196876,0.604000,0.209726
31,8,0,28.326143,11.196876,0.706000,0.207156
31,8,0,28.326143,11.196876,1.068000,0.302545
31,8,0,28.326143,11.196876,1.096000,0.302545
31,8,0,28.326143,11.196876,1.456000,0.305435
31,8,0,28.326143,11.196876,1.534000,0.472124
31,8,0,28.326143,11.196876,1.782000,0.376414
31,8,0,28.326143,11.196876,1.982000,0.558840
31,8,0,28.326143,11.196876,2.070000,0.450926
31,8,0,28.326143,11.196876,2.318000,0.440970
31,8,0,28.326143,11.196876,2.386000,0.709470
31,8,0,28.326143,11.196876,2.526000,0.505847
31,8,0,28.326143,11.196876,2.688000,0.568797
31,8,0,28.326143,11.196876,2.702000,0.923050
31,8,0,28.326143,11.196876,2.806000,0.630783
31,8,0,28.326143,11.196876,2.876000,1.235872
31,8,0,28.326143,11.196876,2.926000,0.936218
31,9,0,28.855238,12.383137,0.144000,0.067155
31,9,0,28.855238,12.383137,0.292000,0.127375
31,9,0,28.855238,12.383137,0.562000,0.141562
31,9,0,28.855238,12.383137,0.742000,0.241192
31,9,0,28.855238,12.383137,0.956000,0.201466
31,9,0,28.855238,12.383137,1.198000,0.322220
31,9,0,28.855238,12.383137,1.320000,0.297628
31,9,0,28.855238,12.383137,1.646000,0.448333
31,9,0,28.855238,12.383137,1.656000,0.427209
31,9,0,28.855238,12.383137,1.956000,0.333885
31,9,0,28.855238,12.383137,2.072000,0.516119
31,9,0,28.855238,12.383137,2.218000,0.408292
31,9,0,28.855238,12.383137,2.444000,0.809333
31,9,0,28.855238,12.383137,2.620000,0.528730
31,9,0,28.855238,12.383137,2.726000,0.801766
31,9,0,28.855238,12.383137,2.756000,0.705604
31,9,0,28.855238,12.383137,2.848000,0.722630
31,9,0,28.855238,12.383137,2.880000,1.042327
31,9,0,28.855238,12.383137,2.898000,0.882794
31,10,1,29.396253,13.526209,0.418000,0.108318
31,10,1,29.396253,13.526209,0.432000,0.188783
31,10,1,29.396253,13.526209,0.814000,0.186617
31,10,1,29.396253,13.526209,0.876000,0.240467
31,10,1,29.396253,13.526209,1.184000,0.263368
31,10,1,29.396253,13.526209,1.318000,0.381281
31,10,1,29.396253,13.526209,1.526000,0.320003
31,10,1,29.396253,13.526209,1.750000,0.395826
31,10,1,29.396253,13.526209,1.836000,0.400159
31,10,1,29.396253,13.526209,2.110000,0.397683
31,10,1,29.396253,13.526209,2.150000,0.558304
31,10,1,29.396253,13.526209,2.348000,0.421823
31,10,1,29.396253,13.526209,2.492000,0.668788
31,10,1,29.396253,13.526209,2.544000,0.580586
31,10,1,29.396253,13.526209,2.698000,0.574397
31,10,1,29.396253,13.526209,2.746000,0.805269
31,10,1,29.396253,13.526209,2.810000,0.704379
31,10,1,29.396253,13.526209,2.882000,1.073280
31,10,1,29.396253,13.526209,2.922000,0.768132
31,11,0,29.948543,14.627547,0.140000,0.080500
31,11,0,29.948543,14.627547,0.276000,0.092955
31,11,0,29.948543,14.627547,0.568000,0.195326
31,11,0,29.948543,14.627547,0.672000,0.195934
31,11,0,29.948543,14.627547,1.002000,0.240589
31,11,0,29.948543,14.627547,1.048000,0.289496
31,11,0,29.948543,14.627547,1.396000,0.291927
31,11,0,29.948543,14.627547,1.430000,0.413740
31,11,0,29.948543,14.627547,1.714000,0.337493
31,11,0,29.948543,14.627547,1.842000,0.488468
31,11,0,29.948543,14.627547,2.000000,0.412828
31,11,0,29.948543,14.627547,2.218000,0.580512
31,11,0,29.948543,14.627547,2.250000,0.512162
31,11,0,29.948543,14.627547,2.462000,0.444117
31,11,0,29.948543,14.627547,2.534000,0.669821
31,11,0,29.948543,14.627547,2.632000,0.561070
31,11,0,29.948543,14.627547,2.764000,0.864844
31,11,0,29.948543,14.627547,2.850000,0.720247
31,11,0,29.948543,14.627547,2.884000,0.987265
31,11,0,29.948543,14.627547,2.898000,0.885197
31,11,0,29.948543,14.627547,2.980000,0.765814
31,12,0,30.511495,15.688624,0.136000,0.075735
31,12,0,30.511495,15.688624,0.276000,0.123144
31,12,0,30.511495,15.688624,0.534000,0.138052
31,12,0,30.511495,15.688624,0.698000,0.202755
31,12,0,30.511495,15.688624,0.910000,0.216769
31,12,0,30.511495,15.688624,1.120000,0.308307
31,12,0,30.511495,15.688624,1.264000,0.282962
31,12,0,30.511495,15.688624,1.534000,0.387321
31,12,0,30.511495,15.688624,1.590000,0.355716
31,12,0,30.511495,15.688624,1.886000,0.371817
31,12,0,30.511495,15.688624,1.926000,0.516727
31,12,0,30.511495,15.688624,2.148000,0.390005
31,12,0,30.511495,15.688624,2.278000,0.585306
31,12,0,30.511495,15.688624,2.372000,0.481841
31,12,0,30.511495,15.688624,2.560000,0.510167
31,12,0,30.511495,15.688624,2.568000,0.737074
31,12,0,30.511495,15.688624,2.708000,0.602003
31,12,0,30.511495,15.688624,2.776000,0.754666
31,12,0,30.511495,15.688624,2.814000,0.719482
31,12,0,30.511495,15.688624,2.878000,0.759138
31,12,0,30.511495,15.688624,2.886000,1.038821
31,12,0,30.511495,15.688624,2.918000,0.789849
31,13,1,31.084531,16.710920,0.396000,0.133166
31,13,1,31.084531,16.710920,0.408000,0.189066
31,13,1,31.084531,16.710920,0.774000,0.185847
31,13,1,31.084531,16.710920,0.822000,0.224187
31,13,1,31.084531,16.710920,1.132000,0.248479
31,13,1,31.084531,16.710920,1.232000,0.336866
31,13,1,31.084531,16.710920,1.464000,0.292965
31,13,1,31.084531,16.710920,1.630000,0.408863
31,13,1,31.084531,16.710920,1.768000,0.355597
31,13,1,31.084531,16.710920,2.002000,0.491104
31,13,1,31.084531,16.710920,2.042000,0.396278
31,13,1,31.084531,16.710920,2.280000,0.394522
31,13,1,31.084531,16.710920,2.330000,0.577442
31,13,1,31.084531,16.710920,2.482000,0.456569
31,13,1,31.084531,16.710920,2.598000,0.640074
31,13,1,31.084531,16.710920,2.644000,0.581540
31,13,1,31.084531,16.710920,2.770000,0.556370
31,13,1,31.084531,16.710920,2.788000,0.799581
31,13,1,31.084531,16.710920,2.852000,0.723193
31,13,1,31.084531,16.710920,2.888000,0.886504
31,13,1,31.084531,16.710920,2.898000,0.885919
31,13,1,31.084531,16.710920,2.968000,0.736656
31,14,0,31.667103,17.695907,0.132000,0.072109
31,14,0,31.667103,17.695907,0.260000,0.103998
31,14,0,31.667103,17.695907,0.534000,0.169787
31,14,0,31.667103,17.695907,0.640000,0.191621
31,14,0,31.667103,17.695907,0.938000,0.244769
31,14,0,31.667103,17.695907,1.000000,0.255399
31,14,0,31.667103,17.695907,1.338000,0.466556
31,14,0,31.667103,17.695907,1.650000,0.287001
31,14,0,31.667103,17.695907,1.718000,0.435241
31,14,0,31.667103,17.695907,1.932000,0.333541
31,14,0,31.667103,17.695907,2.070000,0.502467
31,14,0,31.667103,17.695907,2.180000,0.426335
31,14,0,31.667103,17.695907,2.378000,0.516831
31,14,0,31.667103,17.695907,2.396000,0.549295
31,14,0,31.667103,17.695907,2.576000,0.480633
31,14,0,31.667103,17.695907,2.624000,0.655879
31,14,0,31.667103,17.695907,2.716000,0.600432
31,14,0,31.667103,17.695907,2.798000,0.741203
31,14,0,31.667103,17.695907,2.818000,0.747236
31,14,0,31.667103,17.695907,2.880000,0.715060
31,14,0,31.667103,17.695907,2.888000,0.988558
31,14,0,31.667103,17.695907,2.914000,0.884273
31,15,0,32.258694,18.645038,0.128000,0.065429
31,15,0,32.258694,18.645038,0.260000,0.108295
31,15,0,32.258694,18.645038,0.506000,0.144958
31,15,0,32.258694,18.645038,0.656000,0.207566
31,15,0,32.258694,18.645038,0.868000,0.205592
31,15,0,32.258694,18.645038,1.050000,0.284276
31,15,0,32.258694,18.645038,1.210000,0.267918
31,15,0,32.258694,18.645038,1.434000,0.346602
31,15,0,32.258694,18.645038,1.528000,0.335603
31,15,0,32.258694,18.645038,1.798000,0.399904
31,15,0,32.258694,18.645038,1.818000,0.423311
31,15,0,32.258694,18.645038,2.078000,0.387213
31,15,0,32.258694,18.645038,2.132000,0.462794
31,15,0,32.258694,18.645038,2.306000,0.448693
31,15,0,32.258694,18.645038,2.418000,0.567705
31,15,0,32.258694,18.645038,2.500000,0.489586
31,15,0,32.258694,18.645038,2.648000,0.614238
31,15,0,32.258694,18.645038,2.656000,0.676001
31,15,0,32.258694,18.645038,2.774000,0.605214
31,15,0,32.258694,18.645038,2.808000,0.713227
31,15,0,32.258694,18.645038,2.854000,0.729866
31,15,0,32.258694,18.645038,2.898000,0.888643
31,15,0,32.258694,18.645038,2.960000,0.635672
31,16,1,32.858817,19.559743,0.376000,0.125145
31,16,1,32.858817,19.559743,0.384000,0.171935
31,16,1,32.858817,19.559743,0.738000,0.184671
31,16,1,32.858817,19.559743,0.772000,0.249459
31,16,1,32.858817,19.559743,1.082000,0.233123
31,16,1,32.858817,19.559743,1.154000,0.296803
31,16,1,32.858817,19.559743,1.406000,0.261641
31,16,1,32.858817,19.559743,1.524000,0.354946
31,16,1,32.858817,19.559743,1.704000,0.294865
31,16,1,32.858817,19.559743,1.872000,0.426932
31,16,1,32.858817,19.559743,1.972000,0.389277
31,16,1,32.858817,19.559743,2.186000,0.491442
31,16,1,32.858817,19.559743,2.212000,0.494764
31,16,1,32.858817,19.559743,2.418000,0.473999
31,16,1,32.858817,19.559743,2.454000,0.581424
31,16,1,32.858817,19.559743,2.590000,0.482305
31,16,1,32.858817,19.559743,2.668000,0.613541
31,16,1,32.858817,19.559743,2.724000,0.619355
31,16,1,32.858817,19.559743,2.814000,0.718751
31,16,1,32.858817,19.559743,2.880000,0.775509
31,16,1,32.858817,19.559743,2.890000,0.969041
31,16,1,32.858817,19.559743,2.912000,0.876566
31,17,0,33.467014,20.441420,0.124000,0.061435
31,17,0,33.467014,20.441420,0.248000,0.084270
31,17,0,33.467014,20.441420,0.504000,0.139996
31,17,0,33.467014,20.441420,0.608000,0.168267
31,17,0,33.467014,20.441420,0.882000,0.237586
31,17,0,33.467014,20.441420,0.956000,0.207412
31,17,0,33.467014,20.441420,1.254000,0.245741
31,17,0,33.467014,20.441420,1.282000,0.316690
31,17,0,33.467014,20.441420,1.586000,0.313156
31,17,0,33.467014,20.441420,1.608000,0.402047
31,17,0,33.467014,20.441420,1.864000,0.363718
31,17,0,33.467014,20.441420,1.940000,0.437930
31,17,0,33.467014,20.441420,2.114000,0.361000
31,17,0,33.467014,20.441420,2.236000,0.515947
31,17,0,33.467014,20.441420,2.332000,0.425153
31,17,0,33.467014,20.441420,2.488000,0.506433
31,17,0,33.467014,20.441420,2.516000,0.554276
31,17,0,33.467014,20.441420,2.666000,0.545305
31,17,0,33.467014,20.441420,2.780000,0.633381
31,17,0,33.467014,20.441420,2.822000,0.707592
31,17,0,33.467014,20.441420,2.856000,0.741844
31,17,0,33.467014,20.441420,2.898000,0.892442
31,17,0,33.467014,20.441420,2.952000,0.722000
31,18,0,34.082851,21.291431,0.122000,0.064596
31,18,0,34.082851,21.291431,0.246000,0.104368
31,18,0,34.082851,21.291431,0.482000,0.147076
31,18,0,34.082851,21.291431,0.618000,0.173502
31,18,0,34.082851,21.291431,0.828000,0.195389
31,18,0,34.082851,21.291431,0.986000,0.252245
31,18,0,34.082851,21.291431,1.158000,0.252245
31,18,0,34.082851,21.291431,1.346000,0.266392
31,18,0,34.082851,21.291431,1.468000,0.285610
